id_slug,tipo,ciclo_siglas,titulo,descripcion,entidad,modalidad,localidad,provincia,fecha_inicio,fecha_fin,estado,coste,certificacion,practicas,fuente_url,tags,prioridad,encaje_1_5,accion_sugerida,ultima_revision,notas
af_junta_buscador_fpe_administracion,recurso,AF,Buscador de Formación Profesional para el Empleo,"Buscador oficial para localizar cursos subvencionados de contabilidad, gestión laboral, administración, ofimática y atención al cliente.",Junta de Andalucía,búsqueda,Andalucía,Andalucía,,,activo,subvencionado,según curso,posible,https://www.juntadeandalucia.es/empleoformacionytrabajoautonomo/formacion/web/buscador-de-cursos,fpe|cursos_subvencionados|andalucia|administracion,Alta,5,Filtrar por Granada y por la familia Administración y Gestión; guardar dos cursos compatibles con su horario.,2026-08-04,La oferta y las fechas cambian continuamente; revisar cada ficha antes de solicitar plaza.
af_titulo_oficial_andalucia,recurso,AF,Ficha oficial de Administración y Finanzas en Andalucía,"Referencia del título, módulos, competencias, ocupaciones y vías de continuidad académica del ciclo.",Junta de Andalucía,recurso,Andalucía,Andalucía,,,activo,gratuito,no,no,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/por-titulacion/fp-grado-superior/detalle-titulo?idTitulo=88,curriculo|competencias|salidas_profesionales|fp,Media,5,Comparar las competencias oficiales con su CV y detectar tres capacidades que todavía no puede demostrar.,2026-08-04,Recurso normativo y orientativo; no aplica fecha de convocatoria.
af_herramienta_excel,herramienta,AF,Microsoft Excel,"Hoja de cálculo de uso extendido para presupuestos, conciliaciones, inventario, facturación, tesorería y reporting.",Microsoft,software,Online,Online,,,activo,privado o incluido en licencia educativa,no,no,https://www.microsoft.com/es-es/microsoft-365/excel,excel|presupuestos|tesoreria|reporting,Alta,5,"Crear una plantilla reutilizable con validaciones, tablas y fórmulas para controlar ingresos y gastos.",2026-08-04,Comprobar si el centro educativo ofrece licencia de Microsoft 365.
af_herramienta_power_bi_desktop,herramienta,AF,Power BI Desktop,Aplicación para transformar datos y construir cuadros de mando financieros y comerciales interactivos.,Microsoft,software,Online,Online,,,activo,gratuito,no,no,https://learn.microsoft.com/es-es/power-bi/fundamentals/desktop-get-the-desktop,power_bi|business_intelligence|dashboard|kpi,Alta,5,Instalar Power BI Desktop y crear un panel de resultados mensuales con cuatro KPI.,2026-08-04,La publicación y colaboración online pueden requerir una licencia adicional.
af_herramienta_facturae,herramienta,AF,Aplicación de escritorio Facturae,"Herramienta oficial para crear, firmar y gestionar facturas electrónicas en el formato Facturae.",Gobierno de España,software,Online,Online,,,activo,gratuito,no,no,https://www.facturae.gob.es/formato/descarga-aplicacion-escritorio,factura_electronica|facturae|administracion_publica|firma,Media,5,Instalarla y generar una factura ficticia correctamente cumplimentada sin enviarla.,2026-08-04,Utilizar únicamente datos ficticios durante las prácticas.
af_herramienta_circe,herramienta,AF,CIRCE y Documento Único Electrónico,Sistema público para conocer y tramitar la creación de determinadas formas jurídicas mediante el DUE.,Ministerio de Industria y Turismo,online,Online,Online,,,activo,gratuito,no,no,https://paeelectronico.es/es-es/CreaEmpresaPorTiMismo/Paginas/Home.aspx,circe|due|empresa|tramites,Media,4,Recorrer el proceso informativo y elaborar un esquema de trámites para una empresa ficticia.,2026-08-04,No iniciar trámites reales sin asesoramiento y sin intención efectiva de constituir una empresa.
af_herramienta_sede_aeat,herramienta,AF,Sede electrónica de la Agencia Tributaria,"Portal oficial para consultar calendarios, censos, impuestos, modelos, certificados y trámites fiscales.",Agencia Tributaria,online,Online,Online,,,activo,gratuito,no,no,https://sede.agenciatributaria.gob.es/,aeat|fiscalidad|modelos|certificado_digital,Alta,5,Localizar el calendario del contribuyente y crear una lista de modelos asociados a una pyme ficticia.,2026-08-04,No presentar declaraciones reales durante ejercicios académicos.
af_herramienta_importass,herramienta,AF,Importass,"Portal de la Tesorería General de la Seguridad Social para consultar trámites de empleo, cotización y trabajo autónomo.",Seguridad Social,online,Online,Online,,,activo,gratuito,no,no,https://portal.seg-social.gob.es/wps/portal/importass/importass,seguridad_social|cotizacion|autonomos|tramites,Media,5,Identificar los trámites que afectan a una contratación y resumir qué datos exige cada uno.,2026-08-04,Usar las guías informativas; no realizar altas o modificaciones reales como práctica.
af_herramienta_autofirma,herramienta,AF,AutoFirma,Aplicación oficial para firmar electrónicamente documentos y completar trámites con administraciones públicas.,Gobierno de España,software,Online,Online,,,activo,gratuito,no,no,https://firmaelectronica.gob.es/descargas,firma_electronica|certificado_digital|tramites|autofirma,Media,4,Instalarla y practicar la firma de un PDF de prueba que no contenga datos sensibles.,2026-08-04,Requiere certificado electrónico para operaciones reales.
af_herramienta_contasol,herramienta,AF,CONTASOL,"Programa de gestión contable para practicar asientos, libros, cierres, inmovilizado e informes empresariales.",Software DELSOL,software,Online,Online,,,activo,privado; condiciones a revisar,no,no,https://www.sdelsol.com/programa-contabilidad-contasol/,contasol|contabilidad|asientos|cierre,Media,5,Comprobar la modalidad disponible y registrar un trimestre completo de una empresa ficticia.,2026-08-04,"Revisar condiciones, límites y licencia vigente antes de instalar o contratar."
af_herramienta_nominasol,herramienta,AF,NOMINASOL,"Software de gestión laboral para practicar trabajadores, contratos, nóminas, seguros sociales y modelos asociados.",Software DELSOL,software,Online,Online,,,activo,privado; condiciones a revisar,no,no,https://www.sdelsol.com/programa-nominas-nominasol/,nominasol|nominas|contratos|gestion_laboral,Media,5,"Crear una empresa ficticia, dos trabajadores y una nómina mensual sin utilizar datos personales reales.",2026-08-04,"Revisar condiciones, límites y licencia vigente antes de instalar o contratar."
af_sae_busqueda_empleo,empleo_busqueda,AF,Servicio Andaluz de Empleo,"Portal autonómico para buscar ofertas, gestionar la demanda de empleo y acceder a orientación profesional.",Servicio Andaluz de Empleo,búsqueda,Andalucía,Andalucía,,,activo,gratuito,no,posible,https://www.juntadeandalucia.es/organismos/empleoempresaytrabajoautonomo/areas/empleo/buscar.html,empleo|sae|administrativo|andalucia,Alta,5,"Guardar búsquedas con administrativo, contable, facturación, nóminas y atención al cliente en Granada.",2026-08-04,Las ofertas cambian continuamente; comprobar requisitos y fecha límite.
af_sepe_portal_empleate,empleo_busqueda,AF,Portal Empléate,Portal público nacional para localizar ofertas y oportunidades de empleo por ocupación y territorio.,SEPE,búsqueda,Online,Online,,,activo,gratuito,no,posible,https://empleate.gob.es/empleo/index_nojs.html?JAVASCRIPTSTATUS=NONE,empleo|sepe|administracion|contabilidad,Media,4,"Crear alertas para auxiliar administrativo, técnico administrativo, contable junior y gestor de cobros.",2026-08-04,Revisar cada empresa y condiciones antes de enviar la candidatura.
af_camara_granada_ofertas_empleo,empleo_busqueda,AF,Ofertas de empleo de Cámara Granada,Canal local con oportunidades difundidas por la Cámara y programas vinculados a empleabilidad empresarial.,Cámara de Comercio de Granada,búsqueda,Granada,Granada,,,activo,gratuito,no,posible,https://www.camaragranada.org/subseccion/empleo-y-emprendimiento/ofertas-de-empleo,empleo_local|camara_granada|administracion|empresa,Alta,5,Revisar semanalmente y adaptar el CV a las ofertas administrativas o de apoyo empresarial publicadas.,2026-08-04,La disponibilidad depende de las ofertas activas.
af_ayuntamiento_granada_bolsas_empleo,empleo_busqueda,AF,Bolsas de empleo del Ayuntamiento de Granada,"Relación oficial de bolsas municipales, incluidas categorías administrativas cuando existen procesos activos.",Ayuntamiento de Granada,búsqueda,Granada,Granada,,,activo,gratuito,no,no,https://www.granada.org/inet/personal.nsf/bolsasempleo,empleo_publico|bolsas|administrativo|granada,Alta,5,Comprobar categorías administrativas y guardar las bases y temarios de los procesos abiertos.,2026-08-04,"Cada bolsa tiene bases, requisitos y vigencia propios."
af_talento_joven_camara_granada,convocatoria_practicas,AF,Programa Talento Joven,"Programa de formación e inserción para jóvenes inscritos en Garantía Juvenil, con itinerarios que pueden incluir perfiles administrativos.",Cámara de Comercio de Granada,presencial y orientación,Granada,Granada,,,pendiente_convocatoria,gratuito,según itinerario,posible,https://www.camaragranada.org/subservicio/subvenciones-y-programas/apoyo-al-empleo/talento-joven,garantia_juvenil|empleabilidad|formacion|granada,Media,4,"Comprobar requisitos, inscribirse en Garantía Juvenil si procede y solicitar información sobre próximos itinerarios.",2026-08-04,Fecha pendiente de convocatoria para el siguiente itinerario compatible con Administración y Finanzas.
af_fundacion_sepi_futuras_becas,beca,AF,Avisos de futuras becas Fundación SEPI,Registro de interés para recibir información sobre programas de formación práctica que pueden incluir Administración y Finanzas.,Fundación SEPI,online,Online,Online,,,pendiente_convocatoria,remunerado según programa,no,sí,https://www.fundacionsepi.es/becas/interesados-en-futuras-becas/,becas|practicas|fundacion_sepi|administracion,Media,4,"Registrar el interés y preparar expediente, CV y documentación para futuras convocatorias compatibles.",2026-08-04,Fecha pendiente de convocatoria; revisar requisitos específicos de cada programa.
af_programa_emplea_t_granada,convocatoria_practicas,AF,Programa Emplea-T Granada,Programa municipal que ha financiado contratos para adquirir práctica profesional en el Ayuntamiento de Granada.,Ayuntamiento de Granada,presencial,Granada,Granada,,,historico_util,remunerado,no,sí,https://www.granada.org/inet/empleo.nsf/wwtod/385308C29675557AC1258C0C00342DE5?OpenDocument=,practica_profesional|contrato|ayuntamiento|granada,Media,4,Revisar la convocatoria anterior y vigilar nuevas ediciones o programas equivalentes del área de empleo.,2026-08-04,"Convocatoria anterior finalizada. Sigue siendo útil porque muestra documentación, perfiles y condiciones previsibles de futuras líneas."
af_fp_dual_andalucia_empresa,convocatoria_practicas,AF,Formación Profesional Dual en Andalucía,Información oficial sobre la alternancia entre centro y empresa y el funcionamiento de los proyectos duales.,Junta de Andalucía,presencial en centro y empresa,Andalucía,Andalucía,,,activo,gratuito,título oficial del ciclo,sí,https://www.juntadeandalucia.es/educacion/portals/es/web/formacion-profesional-andaluza/quiero-formarme/modalidades/fp-dual,fp_dual|empresa|practicas|andalucia,Alta,5,Preguntar al tutor qué empresas colaboran con AF y qué competencias valoran para asignar plazas.,2026-08-04,"La empresa, calendario y condiciones dependen del centro y del proyecto formativo."
af_feria_internacional_empleo_granada_2026,evento,AF,Feria Internacional de Empleo de Granada 2026,"Encuentro con empresas, orientación y oportunidades laborales celebrado en el Palacio de Congresos de Granada.",Cámara de Comercio de Granada,presencial,Granada,Granada,2026-04-23,2026-04-23,historico_util,gratuito,no,posible,https://www.camaragranada.org/evento/subvenciones-y-programas/apoyo-al-empleo/feria-internacional-de-empleo-de-granada-2611336,feria_empleo|networking|empresas|granada,Media,4,Identificar empresas participantes y seguir a Cámara Granada para la siguiente edición.,2026-08-04,Evento finalizado. Sigue siendo útil para descubrir empleadores locales y preparar la próxima convocatoria.
af_feria_fp_granada_2026,evento,AF,II Feria de Formación Profesional de Granada,"Feria provincial con centros, empresas y familias profesionales, incluida Administración y Gestión.",Cámara de Comercio de Granada y entidades colaboradoras,presencial,Granada,Granada,2026-05-07,2026-05-07,historico_util,gratuito,no,posible,https://www.camaragranada.org/noticia/ii-feria-fp,feria_fp|empresas|centros|granada,Media,4,Revisar entidades participantes y preparar contactos y preguntas para una futura edición.,2026-08-04,Evento finalizado. Sigue siendo útil como mapa de centros y empresas vinculados a la FP granadina.
af_formate_granada_2026,evento,AF,FÓRMATE 2026: Feria de Formación para el Empleo,"Feria celebrada en Armilla con oferta formativa, orientación y contacto con recursos de empleo.",Delegación Territorial de Desarrollo Educativo y entidades colaboradoras,presencial,Armilla,Granada,2026-03-04,2026-03-05,historico_util,gratuito,no,posible,https://blogsaverroes.juntadeandalucia.es/orientacionvocacionalgranada/2026/02/25/formate-2026-feria-de-formacion-para-el-empleo/,formacion|empleo|orientacion|armilla,Baja,3,Guardar la referencia y seguir el portal de orientación de Granada para la próxima edición.,2026-08-04,Evento finalizado. Sigue siendo útil para localizar organizadores y anticipar futuras ferias de formación.
af_red_emprende_granada_2026,reto,AF,V Red Emprende 2026,"Encuentro de emprendimiento para alumnado de FP y universidad con presentación de proyectos, mentoría y contacto entre centros.",Delegación Territorial de Desarrollo Educativo de Granada,presencial,Granada,Granada,2026-06-15,2026-06-15,historico_util,gratuito,no,no,https://blogsaverroes.juntadeandalucia.es/orientacionvocacionalgranada/2026/06/16/v-edicion-red-emprende-2026/,emprendimiento|proyectos|fp|granada,Media,4,Analizar proyectos presentados y preparar una idea empresarial documentada para la próxima edición.,2026-08-04,Edición finalizada. Sigue siendo útil como referencia del nivel de proyectos y del formato de presentación.
af_eventos_andalucia_emprende,evento,AF,Agenda de eventos de Andalucía Emprende,"Agenda autonómica de talleres, jornadas, encuentros y ferias sobre empresa, financiación y gestión.",Andalucía Emprende,presencial y online,Andalucía,Andalucía,,,activo,generalmente gratuito; revisar cada evento,según evento,no,https://www.juntadeandalucia.es/emprendimientoandaluz/listado-de-eventos,agenda|emprendimiento|empresa|andalucia,Media,4,"Filtrar por Granada y apuntarse a un taller de financiación, fiscalidad o modelo de negocio.",2026-08-04,Agenda dinámica; las fechas dependen de cada evento publicado.
af_premios_emprendemos_top50_2026,reto,AF,Premios Emprendemos TOP50 2026,Programa andaluz de reconocimiento y visibilidad para proyectos empresariales con fases provinciales y final autonómica.,Andalucía Emprende,presencial y online,Andalucía,Andalucía,2026-06-25,2026-06-25,historico_util,gratuito,reconocimiento del programa,no,https://www.andaluciaemprende.es/category/premios/,premios|emprendimiento|pitch|andalucia,Baja,3,Revisar proyectos finalistas y preparar un resumen ejecutivo y pitch para una convocatoria futura.,2026-08-04,"Final 2026 celebrada. Sigue siendo útil para estudiar criterios, proyectos reconocidos y próximas ediciones."
af_emprendimiento_educativo_granada_2026_27,comunidad,AF,Emprendimiento educativo en Granada,"Canal provincial con convocatorias, recursos y experiencias de proyectos emprendedores desarrollados en centros educativos.",Junta de Andalucía - Orientación Vocacional Granada,online y presencial,Granada,Granada,,,pendiente_convocatoria,gratuito,según actividad,no,https://blogsaverroes.juntadeandalucia.es/orientacionvocacionalgranada/category/emprendimiento/,emprendimiento_educativo|fp|proyectos|granada,Media,4,Seguir el canal y proponer al centro participar con un proyecto financiero o administrativo en 2026/2027.,2026-08-04,Fecha pendiente de convocatoria para las actividades del curso 2026/2027.
af_fuente_actualidad_aeat,fuente_noticias,AF,Actualidad de la Agencia Tributaria,"Fuente oficial para cambios fiscales, campañas, modelos, plazos y avisos que afectan a empresas y contribuyentes.",Agencia Tributaria,online,Online,Online,,,activo,gratuito,no,no,https://sede.agenciatributaria.gob.es/Sede/todas-noticias.html,fiscalidad|impuestos|aeat|plazos,Alta,5,"Revisar una vez por semana y guardar solo novedades relacionadas con empresas, facturación o retenciones.",2026-08-04,Fuente oficial; contrastar siempre la fecha de aplicación de cada novedad.
af_fuente_actualidad_seguridad_social,fuente_noticias,AF,Actualidad de la Seguridad Social,"Noticias y explicaciones oficiales sobre cotización, afiliación, prestaciones, empleo y gestión laboral.",Seguridad Social,online,Online,Online,,,activo,gratuito,no,no,https://revista.seg-social.es/actualidad,seguridad_social|cotizacion|laboral|actualidad,Media,4,Revisar novedades laborales y resumir una que afecte a una nómina o contratación.,2026-08-04,Fuente institucional; para trámites prevalece la información de la sede oficial.
af_fuente_boe,fuente_noticias,AF,Boletín Oficial del Estado,"Diario oficial para localizar normas estatales sobre fiscalidad, contabilidad, empleo, empresa y administración pública.",Agencia Estatal Boletín Oficial del Estado,online,Online,Online,,,activo,gratuito,no,no,https://www.boe.es/,boe|normativa|empresa|laboral,Media,5,"Crear alertas o búsquedas guardadas con términos como contabilidad, tributario, laboral y factura electrónica.",2026-08-04,Leer la norma consolidada y comprobar su entrada en vigor antes de aplicarla.
af_fuente_boja,fuente_noticias,AF,Boletín Oficial de la Junta de Andalucía,"Diario oficial autonómico para convocatorias, ayudas, empleo público, formación y normativa andaluza.",Junta de Andalucía,online,Andalucía,Andalucía,,,activo,gratuito,no,no,https://www.juntadeandalucia.es/eboja/,boja|convocatorias|ayudas|andalucia,Alta,5,"Buscar semanalmente Administración y Finanzas, subvenciones, empleo y formación profesional.",2026-08-04,Comprobar el texto oficial y el plazo exacto de cada convocatoria.
af_fuente_ine,fuente_noticias,AF,Instituto Nacional de Estadística,"Datos oficiales para analizar empleo, precios, empresas, población y actividad económica en trabajos y dashboards.",Instituto Nacional de Estadística,online,Online,Online,,,activo,gratuito,no,no,https://www.ine.es/,estadistica|economia|datos_abiertos|ine,Media,4,Descargar un conjunto de datos y convertirlo en un informe de Excel o Power BI con conclusiones propias.,2026-08-04,"Citar siempre operación estadística, periodo y fecha de descarga."
af_fuente_economistas_granada,fuente_noticias,AF,Colegio Profesional de Economistas de Granada,"Noticias profesionales y actividades locales relacionadas con economía, fiscalidad, contabilidad y empresa.",Colegio Profesional de Economistas de Granada,online y presencial,Granada,Granada,,,activo,gratuito para consulta; actividades a revisar,según actividad,no,https://www.colegioeconomistasgranada.com/Paginas/Noticias.asp,economistas|fiscalidad|contabilidad|granada,Media,4,Revisar noticias y jornadas para detectar temas profesionales que conviene estudiar antes de buscar empleo.,2026-08-04,La participación en determinadas actividades puede estar limitada o tener coste.
af_fuente_consejo_economistas,fuente_noticias,AF,Consejo General de Economistas de España,"Noticias, estudios y comunicaciones profesionales sobre contabilidad, fiscalidad, auditoría y economía empresarial.",Consejo General de Economistas de España,online,Online,Online,,,activo,gratuito para consulta,no,no,https://economistas.es/noticias/,economistas|contabilidad|fiscalidad|auditoria,Baja,3,Elegir una noticia mensual y redactar una síntesis de cómo puede afectar a una pyme.,2026-08-04,Algunos contenidos enlazan a medios externos; priorizar documentos y comunicados propios.
af_evidencia_ciclo_contable_completo,evidencia_recomendada,AF,Caso completo de ciclo contable y cierre,"Proyecto con asiento de apertura, operaciones, IVA, amortizaciones, regularización, cierre y cuentas anuales simplificadas.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://www.boe.es/buscar/act.php?id=BOE-A-2007-19884,contabilidad|pgc|cierre|portfolio,Alta,5,"Crear el caso con datos ficticios, documentar criterios y adjuntar diario, mayor, balance y resultados.",2026-08-04,Usar el Plan General de Contabilidad como referencia y señalar las simplificaciones académicas.
af_evidencia_presupuesto_tesoreria_excel,evidencia_recomendada,AF,Presupuesto y previsión de tesorería en Excel,"Modelo mensual con ingresos, gastos, cobros, pagos, desviaciones, escenarios y alertas de liquidez.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito o según licencia,no,no,https://support.microsoft.com/es-es/excel/,excel|tesoreria|presupuesto|escenarios,Alta,5,"Publicar una versión con datos ficticios, instrucciones, controles de error y panel resumen.",2026-08-04,Eliminar metadatos y datos personales antes de compartir el archivo.
af_evidencia_expediente_nomina_cotizacion,evidencia_recomendada,AF,Expediente laboral de nómina y cotización,"Caso ficticio con contrato, cálculo salarial, retenciones, bases de cotización, nómina y calendario de obligaciones.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://portal.seg-social.gob.es/wps/portal/importass/importass,nomina|cotizacion|contrato|portfolio,Media,5,Resolver un caso completo y explicar cada concepto sin incluir datos personales reales.,2026-08-04,Indicar que es una simulación académica y revisar normativa vigente.
af_evidencia_factura_electronica_firmada,evidencia_recomendada,AF,Flujo de factura electrónica,"Simulación desde alta del cliente y emisión hasta validación, firma, registro y archivo de una factura electrónica.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://www.facturae.gob.es/formato/descarga-aplicacion-escritorio,factura_electronica|facturae|firma|archivo,Media,5,"Crear una factura ficticia, documentar el flujo y mostrar controles para evitar errores y duplicados.",2026-08-04,"No utilizar certificados, NIF, direcciones ni datos bancarios reales en el portfolio."
af_evidencia_calendario_fiscal_pyme,evidencia_recomendada,AF,Calendario fiscal y checklist de cumplimiento,"Mapa anual de obligaciones de una pyme ficticia con responsables, documentación, plazos y evidencias de control.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://sede.agenciatributaria.gob.es/,fiscalidad|calendario|checklist|pyme,Media,5,Construir el calendario desde fuentes oficiales y añadir alertas y revisión de versiones.,2026-08-04,No presentar modelos reales; verificar cada obligación según forma jurídica y actividad.
af_evidencia_dashboard_financiero_power_bi,evidencia_recomendada,AF,Dashboard financiero en Power BI,"Cuadro de mando con ventas, costes, margen, cobros, pagos y comparación contra presupuesto.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito con Power BI Desktop,no,no,https://learn.microsoft.com/es-es/training/powerplatform/power-bi,power_bi|kpi|finanzas|portfolio,Alta,5,Construirlo con datos ficticios y acompañarlo de una página que explique decisiones y conclusiones.,2026-08-04,Publicar capturas o archivo sin información empresarial confidencial.
af_evidencia_plan_empresa_circe,evidencia_recomendada,AF,Plan administrativo de creación de empresa,"Dossier con forma jurídica, trámites, presupuesto inicial, financiación, obligaciones fiscales y circuito documental.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://paeelectronico.es/es-es/CreaEmpresaPorTiMismo/Paginas/Home.aspx,empresa|circe|tramites|plan_negocio,Media,4,"Elegir un negocio ficticio y justificar cada trámite, coste estimado y documento necesario.",2026-08-04,Es una simulación; no iniciar la constitución ni asumir que todos los casos siguen el mismo procedimiento.
af_ies_fray_luis_granada,instituto,AF,IES Fray Luis de Granada,Centro público de Granada que incluye el ciclo de Administración y Finanzas dentro de su oferta de Formación Profesional.,IES Fray Luis de Granada,presencial,Granada,Granada,,,activo,público,título oficial,sí,https://blogsaverroes.juntadeandalucia.es/iesfrayluisdegranada/departamentos/formacion-profesional/,centro_fp|administracion_finanzas|granada|publico,Alta,5,"Consultar horario, modalidad, admisión y empresas colaboradoras directamente con el centro.",2026-08-04,"La oferta, turnos y plazas deben confirmarse para el curso 2026/2027."
