id_slug,tipo,ciclo_siglas,titulo,descripcion,entidad,modalidad,localidad,provincia,fecha_inicio,fecha_fin,estado,coste,certificacion,practicas,fuente_url,tags,prioridad,encaje_1_5,accion_sugerida,ultima_revision,notas
dam_spring_guides,curso_complementario,DAM,Spring Guides,"Guías oficiales para construir APIs REST, aplicaciones Spring Boot, seguridad y acceso a datos.",Spring,online autodirigida,Online,Online,,,activo,gratuito,no,no,https://spring.io/guides,java|spring_boot|rest|backend,Alta,5,Completar Building a RESTful Web Service y añadir validación y persistencia al ejemplo.,2026-08-03,Recomendable después de dominar Java y un gestor de dependencias.
dam_github_skills,curso_complementario,DAM,GitHub Skills,"Cursos interactivos sobre Git, pull requests, resolución de conflictos y automatización con GitHub.",GitHub,online interactiva,Online,Online,,,activo,gratuito,no consta,no,https://skills.github.com/,git|github|actions|colaboracion|java,Media,5,Aplicar el flujo de ramas y pull requests a un proyecto Java o Android.,2026-08-03,Los ejercicios crean repositorios prácticos.
daw_visual_studio_code,herramienta,DAW,Visual Studio Code,"Editor ligero con soporte para HTML, CSS, JavaScript, TypeScript, Git y depuración.",Microsoft,software,Online,Online,,,activo,gratuito,no,no,https://code.visualstudio.com/,vscode|editor|frontend|typescript,Alta,5,"Configurar ESLint, Prettier, depuración y control de versiones en el proyecto principal.",2026-08-03,Descarga oficial.
daw_github_student_pack,herramienta,DAW,GitHub Student Developer Pack,Paquete de ventajas educativas y herramientas profesionales para estudiantes verificados.,GitHub Education,online,Online,Online,,,activo,gratuito para estudiantes verificados,no,no,https://education.github.com/pack,github|estudiantes|cloud|herramientas,Alta,5,Solicitar la verificación con matrícula o correo académico y activar solo las herramientas necesarias.,2026-08-03,La elegibilidad depende de la verificación educativa de GitHub.
daw_docker,herramienta,DAW,Docker,"Herramienta para empaquetar aplicaciones, servicios y bases de datos en contenedores reproducibles.",Docker,software,Online,Online,,,activo,gratuito con condiciones de licencia,no,no,https://docs.docker.com/get-started/,docker|contenedores|compose|despliegue,Media,5,Crear un Dockerfile y un compose que levante la aplicación web y su base de datos.,2026-08-03,Revisar las condiciones de Docker Desktop para uso empresarial.
daw_postman,herramienta,DAW,Postman,"Plataforma para probar, documentar y compartir peticiones HTTP y colecciones de APIs.",Postman,software y online,Online,Online,,,activo,gratuito con límites,no,no,https://www.postman.com/downloads/,api|http|testing|postman,Media,5,"Crear una colección con casos correctos, validaciones y errores de una API propia.",2026-08-03,El plan gratuito tiene límites que pueden cambiar.
daw_figma_education,herramienta,DAW,Figma for Education,"Entorno colaborativo para diseñar interfaces, prototipos y sistemas de componentes antes de programar.",Figma,online,Online,Online,,,activo,gratuito para estudiantes verificados,no,no,https://www.figma.com/education/,figma|ui|ux|prototipado,Baja,4,Prototipar una pantalla del proyecto y validar navegación y jerarquía antes de desarrollarla.,2026-08-03,La elegibilidad depende de la verificación educativa.
dam_android_studio,herramienta,DAM,Android Studio,"IDE oficial para desarrollar, depurar, perfilar y empaquetar aplicaciones Android.",Google,software,Online,Online,,,activo,gratuito,no,no,https://developer.android.com/studio,android|ide|kotlin|emulador,Alta,5,Instalar la versión estable y ejecutar una app en emulador y dispositivo físico.,2026-08-03,Comprobar requisitos de hardware y espacio.
dam_intellij_idea,herramienta,DAM,IntelliJ IDEA,"IDE para Java y Kotlin con edición inteligente, pruebas, refactorización y depuración.",JetBrains,software,Online,Online,,,activo,gratuito con funciones básicas,no,no,https://www.jetbrains.com/idea/download/,java|kotlin|ide|debug,Media,5,"Crear un proyecto con Gradle, configurar pruebas y practicar el depurador paso a paso.",2026-08-03,Algunas funciones avanzadas requieren suscripción.
dam_gradle,herramienta,DAM,Gradle Build Tool,"Sistema de automatización de compilación utilizado en proyectos Java, Kotlin y Android.",Gradle,software,Online,Online,,,activo,gratuito y código abierto,no,no,https://docs.gradle.org/current/userguide/installation.html,gradle|build|java|android,Media,5,Usar Gradle Wrapper y añadir tareas de test y build reproducibles al repositorio.,2026-08-03,En Android Studio se recomienda usar el Wrapper del proyecto.
dam_docker,herramienta,DAM,Docker,"Entorno de contenedores para ejecutar APIs Java, servicios auxiliares y bases de datos de forma reproducible.",Docker,software,Online,Online,,,activo,gratuito con condiciones de licencia,no,no,https://docs.docker.com/get-started/,docker|java|backend|compose,Media,5,Containerizar una API Spring Boot y conectarla a una base de datos mediante Compose.,2026-08-03,Revisar las condiciones de Docker Desktop para uso empresarial.
dam_github_actions,herramienta,DAM,GitHub Actions,"Automatización integrada en GitHub para compilar, ejecutar pruebas y generar artefactos en cada cambio.",GitHub,online,Online,Online,,,activo,gratuito con límites,no,no,https://docs.github.com/actions,ci|cd|github|testing|automatizacion,Media,5,Crear un workflow que ejecute las pruebas del proyecto Java o Android en cada pull request.,2026-08-03,Los minutos incluidos dependen del tipo de cuenta y repositorio.
daw_sae_ofertas_empleo,empleo_busqueda,DAW,Ofertas de empleo del SAE,"Portal público andaluz para consultar ofertas, inscribirse y gestionar la demanda de empleo.",Servicio Andaluz de Empleo,búsqueda,Granada,Granada,,,activo,gratuito,no,no,https://www.juntadeandalucia.es/organismos/sae/areas/ofertas-empleo/ofertas-empleo.html,empleo|sae|granada|frontend|web,Alta,5,"Actualizar la demanda y guardar búsquedas con desarrollador web, frontend, WordPress y soporte web.",2026-08-03,Las ofertas cambian continuamente y exigen demanda de servicios de empleo activa.
daw_tecnoempleo,empleo_busqueda,DAW,Tecnoempleo,"Portal especializado en empleo TIC con filtros por tecnología, experiencia y ubicación.",Tecnoempleo,búsqueda,Online,España,,,activo,gratuito para candidatos,no,no,https://www.tecnoempleo.com/,empleo_tic|frontend|junior|remoto,Media,5,"Crear alertas con frontend junior, JavaScript, React, PHP y desarrollador web en Andalucía o remoto.",2026-08-03,"Revisar empresa, requisitos y fecha de publicación antes de postular."
daw_camara_granada_talento_joven,convocatoria_practicas,DAW,Talento Joven Granada,"Programa de orientación, formación y apoyo a la inserción laboral para jóvenes de 16 a 29 años.",Cámara de Comercio de Granada,presencial y online,Granada,Granada,,,abierto,gratuito o subvencionado,según acción,posible,https://www.camaragranada.org/subservicio/subvenciones-y-programas/apoyo-al-empleo/talento-joven,empleo_joven|formacion|granada|garantia_juvenil,Media,4,Contactar con Cámara Granada y preguntar por itinerarios tecnológicos y próximas acciones de inserción.,2026-08-03,Las fechas dependen de cada curso o itinerario; fecha pendiente de convocatoria específica.
daw_granada_empleo_iii,convocatoria_practicas,DAW,Granada Empleo III,"Itinerarios con formación, orientación y prácticas profesionales no laborales en empresas.",Cámara de Comercio de Granada,presencial,Granada,Granada,,,revisar,subvencionado,según itinerario,sí,https://www.camaragranada.org/subservicio/subvenciones-y-programas/apoyo-al-empleo/granada-empleo-iii,practicas|empleo|granada|orientacion,Media,4,Comprobar si hay itinerarios abiertos compatibles con informática y solicitar información de acceso.,2026-08-03,Fecha pendiente de convocatoria; los perfiles disponibles cambian por edición.
daw_fp_dual_empresas_andalucia,convocatoria_practicas,DAW,Proyectos de FP Dual en Andalucía,Directorio oficial de proyectos duales y empresas colaboradoras por ciclo y centro educativo.,Junta de Andalucía,recurso de búsqueda,Andalucía,Andalucía,,,revisar,gratuito,no,sí,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/estudiante/modalidades/fp-dual/proyectos,fp_dual|empresas|daw|andalucia,Alta,5,"Localizar DAW, revisar empresas asociadas y preguntar al tutor del centro por plazas y requisitos actuales.",2026-08-03,El listado sirve como referencia; confirmar el proyecto vigente del curso 2026/2027 con el centro.
dam_sepe_empleate,empleo_busqueda,DAM,Portal Empléate,Portal público nacional que agrega ofertas y permite buscar empleo por ocupación y territorio.,SEPE,búsqueda,Online,España,,,activo,gratuito,no,no,https://sepe.es/HomeSepe/encontrar-trabajo/ofertas-empleo.html,empleo|sepe|java|android|junior,Alta,5,"Crear un perfil y alertas para Java junior, programador, soporte de aplicaciones y Android.",2026-08-03,Revisar requisitos y fecha de cada oferta.
dam_andalucia_orienta,empleo_busqueda,DAM,Andalucía Orienta,Servicio público de orientación profesional y acompañamiento individualizado para la inserción.,Servicio Andaluz de Empleo,presencial y online,Granada,Granada,,,activo,gratuito,no,no,https://www.juntadeandalucia.es/organismos/sae/areas/mejora-empleabilidad/andalucia-orienta.html,orientacion|empleo|granada|itinerario,Media,4,"Solicitar cita y llevar CV, GitHub y dos ofertas DAM para definir un plan de candidatura concreto.",2026-08-03,Requiere consultar la unidad de orientación disponible en la zona.
dam_fundacion_sepi_becas,beca,DAM,Becas Fundación SEPI,Portal de programas de formación práctica en empresas e instituciones que pueden incluir titulaciones de FP Superior.,Fundación SEPI,búsqueda,Online,España,,,pendiente_convocatoria,remunerado según programa,no,sí,https://www.fundacionsepi.es/becas/presentacion/,becas|fp_superior|practicas|empresa,Baja,3,Revisar convocatorias y comprobar si DAM o titulaciones de informática aparecen entre los perfiles admitidos.,2026-08-03,Fecha pendiente de convocatoria específica; no todas las becas admiten FP.
dam_ayuntamiento_granada_empleo,empleo_busqueda,DAM,Empleo Web Granada,"Portal municipal con ofertas, programas de empleo, orientación, formación y boletines semanales.",Ayuntamiento de Granada,búsqueda,Granada,Granada,,,activo,gratuito,no,posible,https://www.granada.org/inet/empleo.nsf,empleo|granada|formacion|boletin,Media,4,"Revisar el boletín semanal y guardar ofertas de informática, soporte y desarrollo de aplicaciones.",2026-08-03,El contenido se actualiza por programas y convocatorias.
dam_feria_empleo_granada_2026,evento,DAM,Feria Internacional de Empleo de Granada 2026,"Feria local de empleo con empresas, orientación, talleres y contacto directo con reclutadores.",Ayuntamiento de Granada y entidades colaboradoras,presencial,Granada,Granada,2026-04-23,2026-04-23,historico_util,gratuito,no,posible,https://feriaempleogranada.org/,empleo|networking|granada|reclutamiento,Baja,4,"Usar la web para identificar empresas participantes, revisar talleres y preparar la siguiente edición.",2026-08-03,Evento finalizado; sigue siendo útil para localizar empleadores y materiales de preparación de entrevistas.
daw_gdg_granada,comunidad,DAW,GDG Granada,"Comunidad local que organiza charlas y encuentros sobre desarrollo web, cloud, IA y tecnologías de Google.",Google Developer Groups Granada,presencial y online,Granada,Granada,,,activo,gratuito,no,no,https://gdg.community.dev/gdg-granada/,granada|comunidad|networking|google|web,Alta,5,Unirse al grupo y reservar el próximo evento con contenido aplicable al stack del estudiante.,2026-08-03,Calendario variable; fecha pendiente del próximo evento.
daw_granada_tech_open_space_2026,evento,DAW,Granada Tech Open Space 2026,Encuentro local de comunidad tecnológica organizado dentro de GDG Granada.,GDG Granada,presencial,Granada,Granada,2026-06-18,2026-06-18,historico_util,gratuito,no,no,https://gdg.community.dev/gdg-granada/,granada|open_space|comunidad|networking,Media,4,Revisar la comunidad organizadora y seguirla para la próxima edición o encuentros derivados.,2026-08-03,Evento finalizado; es útil para descubrir la comunidad y contactos tecnológicos locales.
daw_hacktoberfest_2026,reto,DAW,Hacktoberfest 2026,Campaña internacional para realizar contribuciones útiles y revisables a proyectos de software libre.,DigitalOcean y comunidad open source,online,Online,Online,,,pendiente_convocatoria,gratuito,no consta,no,https://hacktoberfest.com/,opensource|github|pull_request|comunidad,Media,5,"Elegir un repositorio mantenido, resolver una incidencia real y preparar una contribución de calidad.",2026-08-03,Fecha pendiente de convocatoria 2026; la portada oficial todavía conserva información de la edición anterior.
daw_opensouthcode_2026,evento,DAW,OpenSouthCode 2026,"Conferencia gratuita andaluza sobre software libre, web, cloud, seguridad y comunidades tecnológicas.",OpenSouthCode,presencial,Málaga,Málaga,2026-06-26,2026-06-27,historico_util,gratuito,no,no,https://www.opensouthcode.org/conferences/opensouthcode2026,opensource|web|malaga|comunidad,Media,5,"Revisar el programa y las grabaciones, seleccionar dos charlas y aplicar un aprendizaje al portfolio.",2026-08-03,"Evento finalizado; conserva agenda, ponentes y contenidos útiles para formación y networking."
daw_nasa_space_apps_2026,hackathon,DAW,NASA Space Apps Challenge 2026,Hackathon global para crear prototipos y aplicaciones utilizando datos abiertos de NASA.,NASA,híbrido según sede,Online,Online,2026-11-14,2026-11-15,pendiente_convocatoria,gratuito,no,no,https://www.spaceappschallenge.org/,hackathon|nasa|datos_abiertos|prototipo|web,Alta,5,"Formar un equipo, revisar retos anteriores y preparar una plantilla web para el fin de semana del evento.",2026-08-03,Fechas globales publicadas; sede española e inscripción concreta pendientes de confirmación.
dam_ugr_lan_party_2026,evento,DAM,UGR LAN Party 2026,"Encuentro tecnológico con actividades de desarrollo, videojuegos, hardware y comunidad en la ETSIIT.",Universidad de Granada,presencial,Granada,Granada,2026-03-20,2026-03-21,historico_util,gratuito o no consta,no,no,https://canal.ugr.es/actividad/ugr-lan-party-8a-edicion/,granada|ugr|lan_party|desarrollo|videojuegos,Media,4,Seguir a los organizadores y revisar actividades para detectar comunidades y la próxima edición.,2026-08-03,Evento finalizado; sigue siendo útil para localizar clubes y comunidades técnicas de Granada.
dam_commit_conf_2026,evento,DAM,Commit Conf 2026,"Conferencia nacional sobre desarrollo de software, arquitectura, Java, cloud y prácticas profesionales.",Commit Conf,presencial,Madrid,Madrid,2026-06-05,2026-06-06,historico_util,privado,no,no,https://commit-conf.com/,java|arquitectura|cloud|comunidades,Baja,4,"Revisar agenda y vídeos, elegir sesiones de Java o arquitectura y resumirlas en el portfolio.",2026-08-03,Evento finalizado; sus sesiones y comunidades siguen siendo útiles para aprendizaje y networking.
dam_gsoc_2026,reto,DAM,Google Summer of Code 2026,Programa de contribución guiada a organizaciones de software libre con mentoría y proyectos reales.,Google Open Source,online,Online,Online,2026-01-19,2026-11-09,historico_util,remunerado según programa,no,no,https://developers.google.com/open-source/gsoc/timeline,opensource|mentoria|java|kotlin|gsoc,Media,5,"Elegir una organización, estudiar sus repositorios y realizar una primera contribución para preparar 2027.",2026-08-03,Las solicitudes de 2026 están cerradas; el programa sigue siendo útil para preparar la próxima convocatoria.
dam_nasa_space_apps_2026,hackathon,DAM,NASA Space Apps Challenge 2026,"Hackathon global para desarrollar aplicaciones móviles, servicios y prototipos con datos de NASA.",NASA,híbrido según sede,Online,Online,2026-11-14,2026-11-15,pendiente_convocatoria,gratuito,no,no,https://www.spaceappschallenge.org/,hackathon|android|datos_abiertos|nasa|prototipo,Alta,5,Preparar una base Android o multiplataforma y formar un equipo antes de publicarse las sedes.,2026-08-03,Fechas globales publicadas; sede española e inscripción concreta pendientes de confirmación.
daw_fp_andalucia_portal,fuente_noticias,DAW,Portal de Formación Profesional Andaluza,"Fuente oficial sobre oferta 2026/2027, formación en empresa, ayudas, normativa y actualidad de FP.",Junta de Andalucía,online,Andalucía,Andalucía,,,activo,gratuito,no,posible,https://www.juntadeandalucia.es/educacion/portales/web/formacion-profesional-andaluza,fp|andalucia|oferta|ayudas|dual,Media,5,"Consultar mensualmente escolarización, formación en empresa, ayudas y cursos de especialización.",2026-08-03,Fuente autonómica oficial.
daw_todofp_perfil,fuente_noticias,DAW,TodoFP: Desarrollo de Aplicaciones Web,"Ficha oficial del título con competencias, plan formativo, salidas y continuidad académica.","Ministerio de Educación, Formación Profesional y Deportes",online,Online,España,,,activo,gratuito,no,sí,https://www.todofp.es/que-estudiar/familias-profesionales/informatica-comunicaciones/des-aplicaciones-web.html,daw|competencias|salidas|fp,Alta,5,Comparar las competencias oficiales con el portfolio y detectar dos áreas aún no demostradas.,2026-08-03,Fuente estatal oficial.
daw_mdn_web_docs,fuente_noticias,DAW,MDN Web Docs,"Referencia técnica sobre HTML, CSS, JavaScript, APIs web, accesibilidad y compatibilidad.",Mozilla MDN,online,Online,Online,,,activo,gratuito,no,no,https://developer.mozilla.org/es/,web|estandares|javascript|navegadores,Alta,5,Consultar MDN antes de usar una API o propiedad y enlazar la documentación en decisiones técnicas.,2026-08-03,Fuente primaria para tecnologías web abiertas.
daw_github_blog,fuente_noticias,DAW,The GitHub Blog,"Novedades y buenas prácticas sobre GitHub, software libre, seguridad y automatización.",GitHub,online,Online,Online,,,activo,gratuito,no,no,https://github.blog/,github|opensource|seguridad|devops,Baja,3,"Revisar semanalmente solo las secciones relacionadas con repositorios, Actions y seguridad.",2026-08-03,Fuente oficial de GitHub.
dam_todofp_perfil,fuente_noticias,DAM,TodoFP: Desarrollo de Aplicaciones Multiplataforma,"Ficha oficial con competencias, módulos, salidas profesionales y opciones de continuidad.","Ministerio de Educación, Formación Profesional y Deportes",online,Online,España,,,activo,gratuito,no,sí,https://www.todofp.es/que-estudiar/familias-profesionales/informatica-comunicaciones/des-aplicaciones-multiplataforma.html,dam|competencias|salidas|fp,Alta,5,Comparar las competencias oficiales con los proyectos y priorizar una carencia técnica esta semana.,2026-08-03,Fuente estatal oficial.
dam_android_developers_blog,fuente_noticias,DAM,Android Developers Blog,"Novedades oficiales sobre Android, Jetpack Compose, herramientas, APIs y Google Play.",Google,online,Online,Online,,,activo,gratuito,no,no,https://android-developers.googleblog.com/,android|kotlin|compose|google_play,Alta,5,Revisar cambios de herramientas y requisitos antes de actualizar o publicar una aplicación.,2026-08-03,Fuente oficial del equipo Android.
dam_dev_java,fuente_noticias,DAM,Dev.java,Portal oficial con aprendizaje y novedades prácticas sobre Java y sus APIs.,Oracle Java,online,Online,Online,,,activo,gratuito,no,no,https://dev.java/,java|openjdk|jvm|aprendizaje,Media,5,Consultar novedades de la versión usada en clase y probar una API nueva en un repositorio pequeño.,2026-08-03,Fuente oficial del ecosistema Java.
dam_incibe_formacion,fuente_noticias,DAM,Formación de INCIBE,Catálogo oficial de formación y recursos gratuitos de ciberseguridad aplicables al desarrollo seguro.,INCIBE,online,Online,España,,,activo,gratuito,según recurso,no,https://www.incibe.es/incibe/formacion,ciberseguridad|desarrollo_seguro|incibe|formacion,Media,4,Elegir un recurso sobre desarrollo seguro y aplicar una mejora de seguridad al proyecto principal.,2026-08-03,Fuente pública nacional especializada en ciberseguridad.
daw_evidencia_portfolio_accesible,evidencia_recomendada,DAW,Portfolio responsive y accesible,"Sitio personal con HTML semántico, navegación por teclado, diseño responsive y auditoría de accesibilidad.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://developer.mozilla.org/en-US/curriculum/,portfolio|accesibilidad|responsive|html|css,Alta,5,"Publicar código, demo, capturas, decisiones técnicas y resultados de una auditoría Lighthouse.",2026-08-03,"Debe incluir README, enlace desplegado y lista honesta de mejoras pendientes."
daw_evidencia_dashboard_fullstack,evidencia_recomendada,DAW,Dashboard full-stack con autenticación,"Aplicación con rutas protegidas, base de datos, formularios, búsqueda, errores y despliegue.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito o a revisar,no,no,https://nextjs.org/learn,nextjs|fullstack|auth|database|typescript,Alta,5,"Construir una versión mínima y publicar demo, esquema de datos y credenciales de prueba seguras.",2026-08-03,No subir secretos; incluir archivo de variables de entorno de ejemplo.
daw_evidencia_api_openapi,evidencia_recomendada,DAW,API REST documentada con OpenAPI,"Backend con CRUD, validación, gestión de errores, persistencia y documentación interactiva.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://swagger.io/specification/,rest|api|openapi|testing|backend,Media,5,"Publicar repositorio, especificación OpenAPI y colección de pruebas con casos positivos y negativos.",2026-08-03,"Separar claramente API, modelo de datos y cliente."
daw_evidencia_pwa_offline,evidencia_recomendada,DAW,PWA instalable con modo offline,"Aplicación web con manifiesto, instalación, service worker y estrategia de caché demostrable.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://web.dev/learn/pwa,pwa|offline|service_worker|mobile,Media,4,Añadir instalación y modo offline a un proyecto y grabar una demostración sin conexión.,2026-08-03,Comprobar el comportamiento real con la red desactivada.
dam_evidencia_android_compose,evidencia_recomendada,DAM,Aplicación Android con Jetpack Compose,"App con varias pantallas, estado, navegación, arquitectura y pruebas básicas.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://developer.android.com/topic/architecture,android|compose|arquitectura|testing,Alta,5,"Publicar repositorio, APK de prueba, vídeo corto y diagrama de arquitectura.",2026-08-03,Evitar una aplicación de una sola pantalla sin lógica real.
dam_evidencia_android_room,evidencia_recomendada,DAM,Aplicación Android con Room,"Aplicación CRUD con persistencia local, repositorios y tratamiento de errores.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://developer.android.com/training/data-storage/room,android|room|sql|crud|persistencia,Media,5,Implementar operaciones CRUD completas y pruebas sobre la capa de datos.,2026-08-03,Documentar el esquema y cualquier migración.
dam_evidencia_spring_boot_api,evidencia_recomendada,DAM,Backend Java con Spring Boot y JPA,"API con entidades, repositorios, validación, persistencia relacional y pruebas.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito,no,no,https://spring.io/guides/gs/accessing-data-jpa,java|spring_boot|jpa|sql|testing,Alta,5,"Publicar API, modelo entidad-relación, pruebas y guía de ejecución reproducible.",2026-08-03,Usar datos ficticios y no exponer credenciales.
dam_evidencia_ci_docker,evidencia_recomendada,DAM,Proyecto con CI y despliegue reproducible,"Aplicación Java o Android con pruebas automáticas, artefactos y servicios auxiliares documentados.",Proyecto propio,proyecto,Online,Online,,,activo,gratuito o a revisar,no,no,https://docs.github.com/actions,ci|github_actions|docker|testing|devops,Media,4,Añadir un workflow que falle ante tests rotos y documentar cómo ejecutar el proyecto localmente.,2026-08-03,La evidencia debe mostrar al menos una ejecución correcta y una corrección de fallo.
daw_ies_zaidin_vergeles,instituto,DAW,IES Zaidín-Vergeles,Centro público de Granada vinculado históricamente a la familia de Informática y Comunicaciones y a DAW.,IES Zaidín-Vergeles,presencial,Granada,Granada,,,revisar,público,título oficial,sí,https://www.juntadeandalucia.es/educacion/portales/web/escolarizacion/w/18700098-ies-zaidin-vergeles,instituto|granada|daw|fp,Media,5,"Consultar la oferta 2026/2027, turnos, plazas y formación en empresa directamente en escolarización y secretaría.",2026-08-03,El centro aparece en el portal oficial 2026/2027; confirmar la oferta concreta de DAW y sus turnos.
daw_ies_alonso_cano_durcal,instituto,DAW,IES Alonso Cano de Dúrcal,Centro público de la provincia de Granada que ha ofertado Desarrollo de Aplicaciones Web.,IES Alonso Cano,presencial,Dúrcal,Granada,,,revisar,público,título oficial,sí,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/actualidad/-/noticia/detalle/granada-oferta-el-proximo-curso-143-ciclos-en-la-modalidad-de-fp-dual-con-casi-3-000-plazas,instituto|durcal|granada|daw|fp_dual,Baja,4,Confirmar en la Secretaría Virtual si DAW continúa ofertándose en 2026/2027 y preguntar por empresas colaboradoras.,2026-08-03,La fuente oficial confirma oferta anterior; la continuidad para 2026/2027 debe validarse.
daw_etsiit_ugr_recurso_local,instituto,DAW,ETSIIT Universidad de Granada,"Centro universitario local que publica actividades, clubes y eventos de informática útiles para ampliar red y conocimientos.",Universidad de Granada,recurso local,Granada,Granada,,,activo,gratuito según actividad,no,no,https://etsiit.ugr.es/,ugr|granada|informatica|eventos|comunidad,Media,4,Revisar actividades públicas y seguir clubes o jornadas compatibles con estudiantes de FP.,2026-08-03,No es un centro de FP; se incluye como recurso tecnológico local.
