ciclo_siglas,video_recurso_id,tipo_recurso_youtube,video_titulo,canal,tipo_canal,idioma,subtitulos,youtube_video_id,youtube_playlist_id,youtube_url,canal_url,tema_principal,fiabilidad_1_5,motivo_fiabilidad,estado_url,estado_embed,permite_descarga,modo_uso,ultima_revision,notas_recurso,duracion_minutos_verificada,visitas_verificadas,fecha_verificacion_metricas,fuente_metricas,calidad_verificacion_metricas,canal_fiable,cumple_min_45m,cumple_min_300k,relevancia_directa_ciclo,es_short_o_microvideo,estado_curacion_ia,accion_recomendada_ia,motivo_reemplazo,tipo_encaje_sustituto,video_sustituto_id,video_sustituto_titulo,video_sustituto_url,publicar_como_principal,regla_automatica_ia
DAM,YT-SQL-001,video_largo,Curso COMPLETO de SQL y BASES DE DATOS Desde Cero para PRINCIPIANTES,MoureDev by Brais Moure,creador_formativo_verificado,es,revisar_en_youtube,OuJerKzV5T0,,https://www.youtube.com/watch?v=OuJerKzV5T0,,SQL y bases de datos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",411,1740560,2026-08-05,https://www.youtube.com/watch?v=OuJerKzV5T0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
DAM,YT-HTMLCSS-SOYDALTO-001,video_largo,Curso de HTML y CSS desde CERO (Completo),Soy Dalto,creador_formativo_verificado,es,revisar_en_youtube,ELSm-G201Ls,,https://www.youtube.com/watch?v=ELSm-G201Ls,,"HTML, CSS y responsive",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",1423,3625279,2026-08-05,https://www.youtube.com/watch?v=ELSm-G201Ls,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-PYTHON-MIDU-001,video_largo,Curso COMPLETO de Python DESDE CERO para Principiantes 2025,midudev,creador_formativo_verificado,es,revisar_en_youtube,TkN2i-_4N4g,,https://www.youtube.com/watch?v=TkN2i-_4N4g,,Fundamentos de programación con Python,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",491,1532653,2026-08-05,https://www.youtube.com/watch?v=TkN2i-_4N4g,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-VSCODE-001,video_largo,Curso completo de Visual Studio Code desde cero,HolaMundo,creador_formativo_verificado,es,revisar_en_youtube,Ei1y51K8jQk,,https://www.youtube.com/watch?v=Ei1y51K8jQk,,Visual Studio Code,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",82,1100000,2026-08-05,https://www.youtube.com/watch?v=Ei1y51K8jQk,APROXIMADA_CONSERVADORA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-ANDROID-KOTLIN-ARISTIDEVS-001,video_largo,CURSO: ANDROID desde CERO con KOTLIN - PARTE 1,Mobile Dev by AristiDevs,creador_formativo_verificado,es,revisar_en_youtube,vJapzH_46a8,,https://www.youtube.com/watch?v=vJapzH_46a8,,"Android, Kotlin y Android Studio",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",561,890192,2026-08-05,https://www.youtube.com/watch?v=vJapzH_46a8,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
TSAF,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
MARKETING_PUBLICIDAD,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-POWERBI-DATDATA-001,video_largo,Cómo usar Power BI: tutorial desde cero,datdata,creador_formativo_verificado,es,revisar_en_youtube,pwJuFbyhZFE,,https://www.youtube.com/watch?v=pwJuFbyhZFE,,Power BI y análisis de datos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",60,2640851,2026-08-05,https://www.youtube.com/watch?v=pwJuFbyhZFE,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
MARKETING_PUBLICIDAD,YT-CANVA-VALERIA-001,video_largo,MEGA CURSO de Canva GRATIS - Tutorial completo desde cero,Valeria Digital,creador_formativo_verificado,es,revisar_en_youtube,fdxnEr61Z5c,,https://www.youtube.com/watch?v=fdxnEr61Z5c,,Canva y diseño de contenidos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",164,638640,2026-08-05,https://www.youtube.com/watch?v=fdxnEr61Z5c,APROXIMADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-MKT-DIGITAL-YONEY-001,video_largo,CURSO DE MARKETING DIGITAL - COMPLETO,Yoney Gallardo,creador_formativo_verificado,es,revisar_en_youtube,V92Jx72x88c,,https://www.youtube.com/watch?v=V92Jx72x88c,,Marketing digital,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",245,1141676,2026-08-05,https://www.youtube.com/watch?v=V92Jx72x88c,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-MARKETING-YONEY-001,video_largo,CURSO DE MARKETING - COMPLETO,Yoney Gallardo,creador_formativo_verificado,es,revisar_en_youtube,iHaxFWiW9v8,,https://www.youtube.com/watch?v=iHaxFWiW9v8,,"Fundamentos de marketing, consumidor, marca y plan",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",205,3073176,2026-08-05,https://www.youtube.com/watch?v=iHaxFWiW9v8,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
ADMINISTRACION_FINANZAS,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
ADMINISTRACION_FINANZAS,YT-POWERBI-DATDATA-001,video_largo,Cómo usar Power BI: tutorial desde cero,datdata,creador_formativo_verificado,es,revisar_en_youtube,pwJuFbyhZFE,,https://www.youtube.com/watch?v=pwJuFbyhZFE,,Power BI y análisis de datos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",60,2640851,2026-08-05,https://www.youtube.com/watch?v=pwJuFbyhZFE,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
ADMINISTRACION_FINANZAS,YT-CONTABILIDAD-FELIPE-001,video_largo,Aprende Contabilidad en 2 HORAS,Felipe Delgado,creador_formativo_verificado,es,revisar_en_youtube,ZwCO7tHz1vw,,https://www.youtube.com/watch?v=ZwCO7tHz1vw,,Contabilidad básica,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",115,561631,2026-08-05,https://www.youtube.com/watch?v=ZwCO7tHz1vw,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
