id_slug,video_url,notas
dam_ayuntamiento_granada_empleo,https://www.youtube.com/watch?v=3GymExBkKjE,APROBADO_PRINCIPAL - competencia: DAM-ED-001 (Usar Git y un flujo de trabajo colaborativo) - curacion estricta 2026-08-05
dam_ayuntamiento_granada_recurso_local,https://www.youtube.com/watch?v=Ei1y51K8jQk,APROBADO_APOYO - competencia: DAM-BAS-005 (Documentar errores y aprender mediante práctica) - curacion estricta 2026-08-05
dam_camara_comercio_granada,https://www.youtube.com/watch?v=OuJerKzV5T0,APROBADO_PRINCIPAL (sustituto de YT-DB-DESIGN-001) - competencia: DAM-BD-001 (Modelar datos relacionales) - curacion estricta 2026-08-05
dam_commit_conf_2026,https://www.youtube.com/watch?v=JOAqpdM36wI,"APROBADO_PRINCIPAL - competencia: DAM-PRO-001 (Programar con variables, decisiones y bucles) - curacion estricta 2026-08-05"
dam_dev_java,https://www.youtube.com/watch?v=JOAqpdM36wI,"APROBADO_PRINCIPAL - competencia: DAM-PRO-001 (Programar con variables, decisiones y bucles) - curacion estricta 2026-08-05"
dam_dev_java_learn,https://www.youtube.com/watch?v=JOAqpdM36wI,APROBADO_PRINCIPAL - competencia: DAM-PRO-003 (Aplicar programación orientada a objetos) - curacion estricta 2026-08-05
dam_docker,https://www.youtube.com/watch?v=OuJerKzV5T0,APROBADO_PRINCIPAL (sustituto de YT-DB-DESIGN-001) - competencia: DAM-BD-001 (Modelar datos relacionales) - curacion estricta 2026-08-05
dam_evidencia_android_compose,https://www.youtube.com/watch?v=JOAqpdM36wI,"APROBADO_PRINCIPAL - competencia: DAM-PRO-004 (Gestionar errores, ficheros y pruebas) - curacion estricta 2026-08-05"
dam_evidencia_android_room,https://www.youtube.com/watch?v=OuJerKzV5T0,APROBADO_PRINCIPAL - competencia: DAM-BD-002 (Crear y consultar una base de datos con SQL) - curacion estricta 2026-08-05
dam_evidencia_ci_docker,https://www.youtube.com/watch?v=Ei1y51K8jQk,"APROBADO_APOYO - competencia: DAM-ED-002 (Depurar, automatizar y mantener calidad) - curacion estricta 2026-08-05"
dam_evidencia_spring_boot_api,https://www.youtube.com/watch?v=OuJerKzV5T0,APROBADO_PRINCIPAL (sustituto de YT-DB-DESIGN-001) - competencia: DAM-BD-001 (Modelar datos relacionales) - curacion estricta 2026-08-05
dam_feria_empleo_granada_2026,https://www.youtube.com/watch?v=3GymExBkKjE,APROBADO_PRINCIPAL - competencia: DAM-ED-001 (Usar Git y un flujo de trabajo colaborativo) - curacion estricta 2026-08-05
dam_fundacion_sepi_becas,https://www.youtube.com/watch?v=3GymExBkKjE,APROBADO_PRINCIPAL - competencia: DAM-ED-001 (Usar Git y un flujo de trabajo colaborativo) - curacion estricta 2026-08-05
dam_github_actions,https://www.youtube.com/watch?v=Ei1y51K8jQk,"APROBADO_APOYO - competencia: DAM-ED-002 (Depurar, automatizar y mantener calidad) - curacion estricta 2026-08-05"
dam_github_skills,https://www.youtube.com/watch?v=3GymExBkKjE,APROBADO_PRINCIPAL - competencia: DAM-ED-001 (Usar Git y un flujo de trabajo colaborativo) - curacion estricta 2026-08-05
dam_gradle,https://www.youtube.com/watch?v=vJapzH_46a8,APROBADO_PRINCIPAL (sustituto de YT-ANDROID-COMPOSE-001) - competencia: DAM-MOB-001 (Crear una aplicación móvil con navegación y estado) - curacion estricta 2026-08-05
dam_gsoc_2026,https://www.youtube.com/watch?v=vJapzH_46a8,APROBADO_PRINCIPAL (sustituto de YT-ANDROID-COMPOSE-001) - competencia: DAM-MOB-001 (Crear una aplicación móvil con navegación y estado) - curacion estricta 2026-08-05
dam_incibe_formacion,https://www.youtube.com/watch?v=Ei1y51K8jQk,APROBADO_APOYO - competencia: DAM-BAS-005 (Documentar errores y aprender mediante práctica) - curacion estricta 2026-08-05
dam_intellij_idea,https://www.youtube.com/watch?v=Ei1y51K8jQk,"APROBADO_APOYO - competencia: DAM-ED-002 (Depurar, automatizar y mantener calidad) - curacion estricta 2026-08-05"
dam_nasa_space_apps_2026,https://www.youtube.com/watch?v=ELSm-G201Ls,APROBADO_PRINCIPAL (sustituto de YT-HTML-001) - competencia: DAM-LM-001 (Estructurar información con lenguajes de marcas) - curacion estricta 2026-08-05
dam_spring_guides,https://www.youtube.com/watch?v=OuJerKzV5T0,APROBADO_PRINCIPAL - competencia: DAM-AD-001 (Conectar aplicaciones a bases de datos) - curacion estricta 2026-08-05
daw_andalucia_vuela_html_css,https://www.youtube.com/watch?v=TkN2i-_4N4g,APROBADO_APOYO (sustituto de YT-PROG-INTRO-001) - competencia: DAW-BAS-003 (Resolver problemas mediante algoritmos simples) - curacion estricta 2026-08-05
daw_docker,https://www.youtube.com/watch?v=ELSm-G201Ls,APROBADO_PRINCIPAL (sustituto de YT-HTML-001) - competencia: DAW-LM-001 (Estructurar información con lenguajes de marcas) - curacion estricta 2026-08-05
daw_etsiit_ugr_recurso_local,https://www.youtube.com/watch?v=z95mZVUcJ-E,APROBADO_PRINCIPAL (sustituto de YT-JS-PLAYLIST-001) - competencia: DAW-CLI-001 (Programar interacción con JavaScript en el navegador) - curacion estricta 2026-08-05
daw_evidencia_api_openapi,https://www.youtube.com/watch?v=z95mZVUcJ-E,APROBADO_PRINCIPAL (sustituto de YT-JS-PLAYLIST-001) - competencia: DAW-CLI-002 (Consumir APIs y gestionar asincronía) - curacion estricta 2026-08-05
daw_evidencia_dashboard_fullstack,https://www.youtube.com/watch?v=7iobxzd_2wY,APROBADO_PRINCIPAL (sustituto de YT-REACT-PLAYLIST-001) - competencia: DAW-CLI-003 (Construir interfaces basadas en componentes) - curacion estricta 2026-08-05
daw_evidencia_portfolio_accesible,https://www.youtube.com/watch?v=ELSm-G201Ls,APROBADO_PRINCIPAL (sustituto de YT-RESPONSIVE-001) - competencia: DAW-LM-002 (Presentar información de forma responsive) - curacion estricta 2026-08-05
daw_figma_education,https://www.youtube.com/watch?v=ELSm-G201Ls,APROBADO_PRINCIPAL (sustituto de YT-RESPONSIVE-001) - competencia: DAW-LM-002 (Presentar información de forma responsive) - curacion estricta 2026-08-05
daw_mdn_aprende_desarrollo_web,https://www.youtube.com/watch?v=ELSm-G201Ls,APROBADO_PRINCIPAL (sustituto de YT-RESPONSIVE-001) - competencia: DAW-LM-002 (Presentar información de forma responsive) - curacion estricta 2026-08-05
daw_nextjs_learn,https://www.youtube.com/watch?v=7iobxzd_2wY,APROBADO_PRINCIPAL (sustituto de YT-REACT-PLAYLIST-001) - competencia: DAW-CLI-003 (Construir interfaces basadas en componentes) - curacion estricta 2026-08-05
daw_postman,https://www.youtube.com/watch?v=z95mZVUcJ-E,APROBADO_PRINCIPAL (sustituto de YT-JS-PLAYLIST-001) - competencia: DAW-CLI-002 (Consumir APIs y gestionar asincronía) - curacion estricta 2026-08-05
daw_react_learn,https://www.youtube.com/watch?v=z95mZVUcJ-E,APROBADO_PRINCIPAL (sustituto de YT-JS-PLAYLIST-001) - competencia: DAW-CLI-001 (Programar interacción con JavaScript en el navegador) - curacion estricta 2026-08-05
daw_sae_ofertas_empleo,https://www.youtube.com/watch?v=z95mZVUcJ-E,APROBADO_PRINCIPAL (sustituto de YT-JS-PLAYLIST-001) - competencia: DAW-CLI-001 (Programar interacción con JavaScript en el navegador) - curacion estricta 2026-08-05
daw_tecnoempleo,https://www.youtube.com/watch?v=7iobxzd_2wY,APROBADO_PRINCIPAL (sustituto de YT-REACT-PLAYLIST-001) - competencia: DAW-CLI-003 (Construir interfaces basadas en componentes) - curacion estricta 2026-08-05
daw_visual_studio_code,https://www.youtube.com/watch?v=7iobxzd_2wY,APROBADO_PRINCIPAL (sustituto de YT-REACT-PLAYLIST-001) - competencia: DAW-CLI-003 (Construir interfaces basadas en componentes) - curacion estricta 2026-08-05
