video_recurso_id,tipo_recurso_youtube,video_titulo,canal,tipo_canal,idioma,subtitulos,youtube_video_id,youtube_playlist_id,youtube_url,canal_url,tema_principal,fiabilidad_1_5,motivo_fiabilidad,estado_url,estado_embed,permite_descarga,modo_uso,ultima_revision,notas_recurso
YT-DOCKER-001,video,Curso de Docker para principiantes,HolaMundo,creador_profesional_verificado,es,revisar_en_youtube,4Dko5W96WHg,,https://www.youtube.com/watch?v=4Dko5W96WHg,https://www.youtube.com/@HolaMundoDev,docker_contenedores_compose,4.5,"Curso capitulado con imágenes, contenedores, volúmenes y Compose.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-DRIVE-001,video,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,creador_educativo,es,revisar_en_youtube,xBaRjZUVSgc,,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube.com/@CarlosCortesAcademy,archivos_nube_colaboracion,4.0,Curso largo con demostración práctica y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-EXCEL-001,video,Curso completo de Excel,A2 Capacitación: Excel,creador_especializado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube.com/@A2Capacitacion,excel_formulas_tablas_datos_dashboards,4.5,Canal especializado; curso completo y capitulado desde nivel inicial.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-EXPRESS-001,video,Node.js y Express: API y servidor web,jonmircha,creador_profesional,es,revisar_en_youtube,tDF644vI-gs,,https://www.youtube.com/watch?v=tDF644vI-gs,https://www.youtube.com/@jonmircha,express_api_backend,4.5,"Contenido dirigido a rutas, middleware y APIs.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-FIGMA-PLAYLIST-001,playlist,Curso de Figma,jonmircha,creador_profesional,es,revisar_en_youtube,,PLvq-jIkSeTUbpfewvbKLhHctdkgadAy-K,https://www.youtube.com/playlist?list=PLvq-jIkSeTUbpfewvbKLhHctdkgadAy-K,https://www.youtube.com/@jonmircha,figma_ui_ux_prototipo,4.5,Playlist específica para diseño y prototipado de interfaces.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-FILES-001,video,Cómo organizar archivos en la computadora | Computación básica,Ronal Mañuico - Computación y Tecnología,creador_educativo,es,revisar_en_youtube,mrN082rtsL0,,https://www.youtube.com/watch?v=mrN082rtsL0,https://www.youtube.com/@RonalManuico,archivos_carpetas_organizacion,4.0,"Tutorial específico, práctico y orientado a principiantes.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-FISIOLOGIA-UNI-001,video,Fisiología del ejercicio — Parte II,Facultad de Ciencias Médicas,universidad_publica,es,revisar_en_youtube,ga88pqiForY,,https://www.youtube.com/watch?v=ga88pqiForY,https://www.youtube.com/@FacultaddeCienciasMedicas,fisiologia_ejercicio_respuestas_adaptaciones,5.0,Clase universitaria de fisiología del ejercicio publicada por una facultad de ciencias médicas.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-FORMS-001,video,Google Forms: crear encuestas y analizar respuestas,GCFAprendeLibre,organizacion_educativa,es,revisar_en_youtube,szlGX3MseWc,,https://www.youtube.com/watch?v=szlGX3MseWc,https://www.youtube.com/@GCFAprendeLibre,encuestas_formularios,4.0,Tutorial educativo específico para formularios y recogida de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-GA4-001,video,Google Analytics 4 Tutorial for Beginners,Analytics Mania,especialista_verificado,en,si_revisar_idioma,mKu6FI53BxE,,https://www.youtube.com/watch?v=mKu6FI53BxE,https://www.youtube.com/@AnalyticsMania,ga4_medicion_conversiones,4.5,Canal especializado y reconocido en Google Analytics; curso capitulado.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-GIT-001,video,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,3GymExBkKjE,,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube.com/@mouredev,git_github_colaboracion,4.5,"Curso largo y capitulado sobre Git, ramas, conflictos, GitHub y pull requests.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-GREEN-SOFT-001,playlist,Software Development and Sustainability,Beyond Coding,entrevista_profesional,en,revisar_en_youtube,,PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube.com/playlist?list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube.com/@BeyondCoding,software_sostenible,3.5,Colección técnica centrada en sostenibilidad del software.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Playlist: seleccionar y fijar el episodio concreto antes de publicar la lección definitiva.
YT-HTML-001,video,Curso de HTML,jonmircha,creador_profesional,es,revisar_en_youtube,-oK6zL01fNM,,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube.com/@jonmircha,html_semantica_marcas,4.5,Curso técnico estructurado de HTML semántico.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-HUBSPOT-CRM-001,video,HubSpot CRM para principiantes,HubSpot Español,empresa_oficial,es,revisar_en_youtube,RXbOwk1l2T8,,https://www.youtube.com/watch?v=RXbOwk1l2T8,https://www.youtube.com/@HubSpotEspanol,crm_leads_pipeline,5.0,Tutorial oficial de CRM y gestión de contactos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-HUBSPOT-EMAIL-001,video,Email marketing: estrategia y ejecución,HubSpot Español,empresa_oficial,es,revisar_en_youtube,U8izqPoZMWg,,https://www.youtube.com/watch?v=U8izqPoZMWg,https://www.youtube.com/@HubSpotEspanol,email_marketing,5.0,Formación del proveedor oficial de la plataforma.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-HUBSPOT-MKT-001,video,"Curso de Marketing Hub: CRM, formularios, anuncios, email y analítica",HubSpot Español,empresa_oficial,es,revisar_en_youtube,Ama6IGE6tIs,,https://www.youtube.com/watch?v=Ama6IGE6tIs,https://www.youtube.com/@HubSpotEspanol,marketing_hub_crm_ads_email_analytics,5.0,Curso oficial de la plataforma con demostraciones y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-HUBSPOT-PERSONA-001,video,Cómo crear un buyer persona,HubSpot Español,empresa_oficial,es,revisar_en_youtube,-xm2vgPHdHg,,https://www.youtube.com/watch?v=-xm2vgPHdHg,https://www.youtube.com/@HubSpotEspanol,buyer_persona_segmentacion,5.0,Canal oficial de HubSpot en español.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-HYPERTROPHY-001,video,"Cómo programar la hipertrofia: volumen, intensidad y frecuencia",Fit Generation,centro_formativo_especializado_verificado,es,revisar_en_youtube,USHkpBe0L3k,,https://www.youtube.com/watch?v=USHkpBe0L3k,https://www.youtube.com/@FitGeneration,hipertrofia_volumen_intensidad_frecuencia,4.5,Contenido capitulado y orientado a formación de entrenadores.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-IAD-MAYORES-001,video,Videotutorial: tareas de actividad física para adultos y mayores,Instituto Andaluz del Deporte / Junta de Andalucía,organismo_publico_oficial,es,revisar_en_youtube,DTAz-DkU-FE,,https://www.youtube.com/watch?v=DTAz-DkU-FE,https://ws226.juntadeandalucia.es/afmayores/,actividad_fisica_adultos_mayores_adaptacion,5.0,Videotutorial oficial del Instituto Andaluz del Deporte para acceder y aplicar su material de tareas para adultos y mayores.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Sirve como acceso guiado al recurso oficial; completar con una selección concreta de tareas y criterios de seguridad.
YT-JAVA-001,video,Curso de Java desde cero,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,JOAqpdM36wI,,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube.com/@mouredev,java_programacion_poo_errores_debug,4.5,"Curso completo, capitulado y mantenido por un desarrollador profesional reconocido.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-JS-PLAYLIST-001,playlist,Curso de JavaScript,jonmircha,creador_profesional,es,revisar_en_youtube,,PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,https://www.youtube.com/@jonmircha,javascript_dom_async_api,4.5,Playlist extensa y progresiva de JavaScript.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-NEXT-001,video,Curso de Next.js,jonmircha,creador_profesional,es,revisar_en_youtube,r5fkL5_rB70,,https://www.youtube.com/watch?v=r5fkL5_rB70,https://www.youtube.com/@jonmircha,nextjs_fullstack,4.5,Curso de framework web full-stack.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-NODE-001,video,Fundamentos de Node.js,jonmircha,creador_profesional,es,revisar_en_youtube,0f26_Enlv38,,https://www.youtube.com/watch?v=0f26_Enlv38,https://www.youtube.com/@jonmircha,node_backend_servidor,4.5,Curso práctico de Node.js.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-NODE-DEPLOY-001,video,Despliegue de una aplicación Node.js,jonmircha,creador_profesional,es,revisar_en_youtube,FGZKmqX8gEY,,https://www.youtube.com/watch?v=FGZKmqX8gEY,https://www.youtube.com/@jonmircha,despliegue_node,4.5,Vídeo específico sobre publicación y configuración de una aplicación.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-PHYSIOWODS-PLAYLIST-001,playlist,"PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,profesional_salud_y_formacion,es,revisar_en_youtube,,PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube.com/@PHYSIOWODS,movilidad_fisiologia_comunicacion_gestion,4.0,"Entrevistas y contenidos con profesionales de fisioterapia, entrenamiento y fisiología.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Seleccionar y fijar el vídeo concreto del episodio antes de publicar una lección definitiva.
YT-PROG-INTRO-001,video,Hablemos de programación: fundamentos y pensamiento lógico,jonmircha,creador_profesional,es,revisar_en_youtube,BjYrguKBfCo,,https://www.youtube.com/watch?v=BjYrguKBfCo,https://www.youtube.com/@jonmircha,algoritmos_fundamentos_programacion,4.5,Explica conceptos antes de entrar en un lenguaje concreto.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-PWA-PLAYLIST-001,playlist,Curso de Progressive Web Apps,jonmircha,creador_profesional,es,revisar_en_youtube,,PLvq-jIkSeTUYIw8CP2AP7QJs4GeeZdvs6,https://www.youtube.com/playlist?list=PLvq-jIkSeTUYIw8CP2AP7QJs4GeeZdvs6,https://www.youtube.com/@jonmircha,pwa_offline_rendimiento,4.5,Playlist especializada en aplicaciones web progresivas.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-RCP-001,video,Reanimación cardiopulmonar y uso del DEA,Cruz Roja Española,organizacion_humanitaria_oficial,es,revisar_en_youtube,yUsVWNTQif8,,https://www.youtube.com/watch?v=yUsVWNTQif8,https://www.youtube.com/@CruzRojaEsp,rcp_dea_emergencias,5.0,Fuente institucional especializada en primeros auxilios.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-REACT-PLAYLIST-001,playlist,Curso de React,jonmircha,creador_profesional,es,revisar_en_youtube,,PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube.com/@jonmircha,react_componentes_estado,4.5,"Playlist específica para componentes, estado y aplicaciones React.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-RESPONSIVE-001,video,Responsive Web Design,jonmircha,creador_profesional,es,revisar_en_youtube,udGrXWeJp1Y,,https://www.youtube.com/watch?v=udGrXWeJp1Y,https://www.youtube.com/@jonmircha,responsive_mobile_first,4.5,Vídeo específico sobre diseño adaptable.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-SAGE-BANK-001,video,Conexión bancaria y conciliación en Sage,Sage Customer Support,empresa_oficial,es,revisar_en_youtube,EzTd4WfrDGE,,https://www.youtube.com/watch?v=EzTd4WfrDGE,https://www.youtube.com/@SageCustomerSupport,bancos_conciliacion_tesoreria,5.0,Canal oficial de soporte del fabricante.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-SAGE-INVOICE-001,video,Cómo crear una factura en Sage,Sage Customer Support,empresa_oficial,es,revisar_en_youtube,HgbxbpwhKXs,,https://www.youtube.com/watch?v=HgbxbpwhKXs,https://www.youtube.com/@SageCustomerSupport,facturacion_erp,5.0,Canal oficial de soporte del fabricante.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-SEMRUSH-001,video,Tutorial de Semrush: fundamentos de investigación SEO,Semrush en español,empresa_oficial,es,revisar_en_youtube,SSlqtLQ5xJQ,,https://www.youtube.com/watch?v=SSlqtLQ5xJQ,https://www.youtube.com/@SemrushEsp,seo_investigacion_palabras_clave_competencia,5.0,Tutorial publicado por el canal oficial de Semrush en español.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-SQL-001,video,Curso de SQL desde cero,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,OuJerKzV5T0,,https://www.youtube.com/watch?v=OuJerKzV5T0,https://www.youtube.com/@mouredev,sql_consultas_transacciones,4.5,Curso completo con práctica de SQL y bases de datos relacionales.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-STRENGTH-001,video,Cómo programar el entrenamiento de fuerza,Fit Generation,centro_formativo_especializado_verificado,es,revisar_en_youtube,eAnc33YC0n8,,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube.com/@FitGeneration,programacion_fuerza_carga_progresion,4.5,Canal formativo especializado en fitness y entrenamiento basado en evidencia.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-TERMINAL-001,video,Curso de terminal y línea de comandos,jonmircha,creador_profesional,es,revisar_en_youtube,Pi0KVD4xTbc,,https://www.youtube.com/watch?v=Pi0KVD4xTbc,https://www.youtube.com/@jonmircha,terminal_comandos,4.5,Formación técnica estructurada por un educador web profesional.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-TESTING-001,video,Testing desde cero: pruebas automatizadas,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,344uwF1z2Gg,,https://www.youtube.com/watch?v=344uwF1z2Gg,https://www.youtube.com/@mouredev,testing_calidad,4.5,Curso práctico de pruebas automatizadas y calidad de código.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
YT-VSCODE-001,video,Visual Studio Code: curso para principiantes,HolaMundo,creador_profesional_verificado,es,revisar_en_youtube,Ei1y51K8jQk,,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube.com/@HolaMundoDev,editor_instalacion_terminal_git_debug,4.5,"Canal profesional verificado; curso estructurado con instalación, terminal, Git y depuración.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,
