item_id_slug,item_tipo,item_titulo,item_entidad,ciclo_siglas,competencia_id,competencia_titulo,tipo_relacion,orden_preparacion,nivel_minimo_recomendado,obligatoria_para_item,motivo_relacion,video_recurso_id,video_titulo,canal,youtube_url,embed_url_privacidad_mejorada,inicio_segundos,fin_segundos,objetivo_video_en_al_lio,actividad_despues_video,evidencia_minima,fiabilidad_1_5,tipo_cobertura,estado_embed,ultima_revision,estado_curacion_ia,accion_recomendada_ia,motivo_curacion_ia,video_sustituto_id,video_sustituto_url,publicar_como_principal,duracion_minutos_verificada,visitas_verificadas,cumple_min_45m,cumple_min_300k,relevancia_directa_ciclo
daw_microsoft_web_dev_beginners,curso_basico,Web Development for Beginners,Microsoft,DAW,DAW-PRO-001,"Programar con variables, decisiones y bucles",desarrolla,1,1,no,"Web Development for Beginners se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,"Programar variables, validaciones y decisiones.",Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
daw_microsoft_web_dev_beginners,curso_basico,Web Development for Beginners,Microsoft,DAW,DAW-BAS-004,Comprender cómo funciona una aplicación conectada,desarrolla,2,0,no,"Web Development for Beginners se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",YT-NODE-001,Fundamentos de Node.js,jonmircha,https://www.youtube.com/watch?v=0f26_Enlv38,https://www.youtube-nocookie.com/embed/0f26_Enlv38?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Distinguir cliente, servidor, red, petición, respuesta y datos.","Dibuja el recorrido de una petición desde navegador o app hasta servidor || Diferencia frontend, backend y base de datos || Interpreta códigos HTTP comunes y una URL",Diagrama comentado de una aplicación sencilla,4.5,parcial_con_practica,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_microsoft_web_dev_beginners,curso_basico,Web Development for Beginners,Microsoft,DAW,DAW-LM-001,Estructurar información con lenguajes de marcas,desarrolla,3,1,no,"Web Development for Beginners se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",YT-HTML-001,Curso de HTML,jonmircha,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube-nocookie.com/embed/-oK6zL01fNM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Estructurar información usando etiquetas semánticas y jerarquía correcta.,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-HTMLCSS-SOYDALTO-001,https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_microsoft_web_dev_beginners,curso_basico,Web Development for Beginners,Microsoft,DAW,DAW-LM-002,Presentar información de forma responsive,desarrolla,4,1,no,"Web Development for Beginners se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",YT-RESPONSIVE-001,Responsive Web Design,jonmircha,https://www.youtube.com/watch?v=udGrXWeJp1Y,https://www.youtube-nocookie.com/embed/udGrXWeJp1Y?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Construir una interfaz responsive y comprobarla en varios tamaños.,"Construye un layout con Flexbox o Grid || Se adapta a móvil, tableta y escritorio || Mantiene contraste, legibilidad y consistencia visual",Landing responsive publicada o capturas multiformato,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-HTMLCSS-SOYDALTO-001,https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_microsoft_web_dev_beginners,curso_basico,Web Development for Beginners,Microsoft,DAW,DAW-ED-001,Usar Git y un flujo de trabajo colaborativo,desarrolla,5,1,no,"Web Development for Beginners se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
daw_react_learn,curso_complementario,Learn React,React,DAW,DAW-CLI-001,Programar interacción con JavaScript en el navegador,desarrolla,1,2,no,"Learn React se relaciona con Programar interacción con JavaScript en el navegador por su tipo, descripción o etiquetas.",YT-JS-PLAYLIST-001,Curso de JavaScript,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA&listType=playlist,0,0,"Programar eventos, DOM, formularios y estado de interfaz.",Manipula contenido y eventos sin recargas innecesarias || Valida formularios y muestra errores accesibles || Organiza código en módulos y evita variables globales,Aplicación web interactiva con formularios y estado local,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REEMPLAZAR_INMEDIATAMENTE,REEMPLAZAR_POR_ID,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,YT-JS-SOYDALTO-001,https://www.youtube.com/watch?v=z95mZVUcJ-E,NO,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_react_learn,curso_complementario,Learn React,React,DAW,DAW-CLI-003,Construir interfaces basadas en componentes,desarrolla,2,3,no,"Learn React se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",YT-REACT-PLAYLIST-001,Curso de React,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk&listType=playlist,0,0,"Construir una interfaz con componentes, propiedades y estado.",Los componentes tienen responsabilidades claras || El estado se ubica en el nivel adecuado || La navegación y formularios mantienen consistencia,Aplicación de varias vistas con componentes reutilizables,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REEMPLAZAR_INMEDIATAMENTE,REEMPLAZAR_POR_ID,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,YT-REACT-MIDU-001,https://www.youtube.com/watch?v=7iobxzd_2wY,NO,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_react_learn,curso_complementario,Learn React,React,DAW,DAW-PRO-001,"Programar con variables, decisiones y bucles",desarrolla,3,1,no,"Learn React se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,"Programar variables, validaciones y decisiones.",Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
daw_react_learn,curso_complementario,Learn React,React,DAW,DAW-PRO-003,Aplicar programación orientada a objetos,desarrolla,4,2,no,"Learn React se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=19586&end=27441,19586,27441,"Modelar clases, objetos, encapsulación y composición.",Define clases con responsabilidades claras || Protege invariantes mediante encapsulación || Usa composición o interfaces y justifica el diseño,Proyecto orientado a objetos con diagrama y README,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
daw_react_learn,curso_complementario,Learn React,React,DAW,DAW-LM-002,Presentar información de forma responsive,desarrolla,5,1,no,"Learn React se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",YT-RESPONSIVE-001,Responsive Web Design,jonmircha,https://www.youtube.com/watch?v=udGrXWeJp1Y,https://www.youtube-nocookie.com/embed/udGrXWeJp1Y?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Construir una interfaz responsive y comprobarla en varios tamaños.,"Construye un layout con Flexbox o Grid || Se adapta a móvil, tableta y escritorio || Mantiene contraste, legibilidad y consistencia visual",Landing responsive publicada o capturas multiformato,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-HTMLCSS-SOYDALTO-001,https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_nextjs_learn,curso_complementario,Learn Next.js,Vercel,DAW,DAW-CLI-003,Construir interfaces basadas en componentes,desarrolla,1,3,no,"Learn Next.js se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",YT-REACT-PLAYLIST-001,Curso de React,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk&listType=playlist,0,0,"Construir una interfaz con componentes, propiedades y estado.",Los componentes tienen responsabilidades claras || El estado se ubica en el nivel adecuado || La navegación y formularios mantienen consistencia,Aplicación de varias vistas con componentes reutilizables,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REEMPLAZAR_INMEDIATAMENTE,REEMPLAZAR_POR_ID,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,YT-REACT-MIDU-001,https://www.youtube.com/watch?v=7iobxzd_2wY,NO,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_nextjs_learn,curso_complementario,Learn Next.js,Vercel,DAW,DAW-LM-001,Estructurar información con lenguajes de marcas,desarrolla,2,1,no,"Learn Next.js se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",YT-HTML-001,Curso de HTML,jonmircha,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube-nocookie.com/embed/-oK6zL01fNM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Estructurar información usando etiquetas semánticas y jerarquía correcta.,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-HTMLCSS-SOYDALTO-001,https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_nextjs_learn,curso_complementario,Learn Next.js,Vercel,DAW,DAW-DIG-001,"Analizar digitalización, datos e IA de forma responsable",desarrolla,3,1,no,"Learn Next.js se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",YT-AI-RESP-001,Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.","Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,4.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
daw_nextjs_learn,curso_complementario,Learn Next.js,Vercel,DAW,DAW-SUS-001,Aplicar sostenibilidad al desarrollo y operación,desarrolla,4,1,no,"Learn Next.js se relaciona con Aplicar sostenibilidad al desarrollo y operación por su tipo, descripción o etiquetas.",YT-GREEN-SOFT-001,Software Development and Sustainability,Beyond Coding,https://www.youtube.com/playlist?list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj&listType=playlist,0,0,Identificar decisiones técnicas que reducen consumo y sobredimensionamiento.,Identifica impactos ambientales y sociales de una solución || Propone medidas medibles de mejora || Incluye mantenimiento y fin de vida de datos o infraestructura,Checklist de sostenibilidad aplicado a un proyecto,3.5,orientativa_requiere_revision,revisar_automaticamente_antes_de_publicar,2026-08-04,REEMPLAZAR_INMEDIATAMENTE,BUSCAR_NUEVO_CANDIDATO,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,,,NO,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
daw_nextjs_learn,curso_complementario,Learn Next.js,Vercel,DAW,DAW-SRV-002,Implementar autenticación y autorización seguras,desarrolla,5,3,no,"Learn Next.js se relaciona con Implementar autenticación y autorización seguras por su tipo, descripción o etiquetas.",YT-EXPRESS-001,Node.js y Express: API y servidor web,jonmircha,https://www.youtube.com/watch?v=tDF644vI-gs,https://www.youtube-nocookie.com/embed/tDF644vI-gs?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Implementar sesión o token, rutas protegidas y control de permisos.","Las contraseñas no se almacenan en claro || Las rutas verifican identidad y permisos || Se controlan sesión, expiración y errores sin filtrar secretos","Aplicación con login, roles y pruebas de acceso",4.5,parcial_con_practica_seguridad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
daw_github_skills,curso_complementario,GitHub Skills,GitHub,DAW,DAW-ED-001,Usar Git y un flujo de trabajo colaborativo,desarrolla,1,1,no,"GitHub Skills se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
