item_id_slug,ciclo_siglas,competencia_id,tipo_relacion,orden_preparacion,nivel_minimo_recomendado,obligatoria_para_item,motivo_relacion,ultima_revision
daw_nextjs_learn,DAW,DAW-CLI-003,desarrolla,1,3,no,"Learn Next.js se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",2026-08-04
daw_nextjs_learn,DAW,DAW-LM-001,desarrolla,2,1,no,"Learn Next.js se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_nextjs_learn,DAW,DAW-DIG-001,desarrolla,3,1,no,"Learn Next.js se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_nextjs_learn,DAW,DAW-SUS-001,desarrolla,4,1,no,"Learn Next.js se relaciona con Aplicar sostenibilidad al desarrollo y operación por su tipo, descripción o etiquetas.",2026-08-04
daw_nextjs_learn,DAW,DAW-SRV-002,desarrolla,5,3,no,"Learn Next.js se relaciona con Implementar autenticación y autorización seguras por su tipo, descripción o etiquetas.",2026-08-04
daw_github_skills,DAW,DAW-ED-001,desarrolla,1,1,no,"GitHub Skills se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_github_skills,DAW,DAW-DIG-001,desarrolla,2,1,no,"GitHub Skills se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_github_skills,DAW,DAW-ED-002,desarrolla,3,2,no,"GitHub Skills se relaciona con Depurar, automatizar y mantener calidad por su tipo, descripción o etiquetas.",2026-08-04
daw_github_skills,DAW,DAW-DEP-002,desarrolla,4,3,no,"GitHub Skills se relaciona con Contenerizar y automatizar entrega por su tipo, descripción o etiquetas.",2026-08-04
daw_github_skills,DAW,DAW-BAS-005,desarrolla,5,0,no,"GitHub Skills se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_visual_studio_code,DAW,DAW-LM-002,desarrolla,1,1,no,"Visual Studio Code se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_visual_studio_code,DAW,DAW-CLI-001,desarrolla,2,2,no,"Visual Studio Code se relaciona con Programar interacción con JavaScript en el navegador por su tipo, descripción o etiquetas.",2026-08-04
daw_visual_studio_code,DAW,DAW-CLI-003,desarrolla,3,3,no,"Visual Studio Code se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",2026-08-04
daw_visual_studio_code,DAW,DAW-PRO-001,desarrolla,4,1,no,"Visual Studio Code se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",2026-08-04
daw_visual_studio_code,DAW,DAW-LM-001,desarrolla,5,1,no,"Visual Studio Code se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_github_student_pack,DAW,DAW-ED-001,desarrolla,1,1,no,"GitHub Student Developer Pack se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_github_student_pack,DAW,DAW-DIG-001,desarrolla,2,1,no,"GitHub Student Developer Pack se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_github_student_pack,DAW,DAW-DEP-001,desarrolla,3,3,no,"GitHub Student Developer Pack se relaciona con Desplegar una aplicación web con configuración segura por su tipo, descripción o etiquetas.",2026-08-04
daw_github_student_pack,DAW,DAW-ED-002,desarrolla,4,2,no,"GitHub Student Developer Pack se relaciona con Depurar, automatizar y mantener calidad por su tipo, descripción o etiquetas.",2026-08-04
daw_github_student_pack,DAW,DAW-DEP-002,desarrolla,5,3,no,"GitHub Student Developer Pack se relaciona con Contenerizar y automatizar entrega por su tipo, descripción o etiquetas.",2026-08-04
daw_docker,DAW,DAW-DEP-002,desarrolla,1,3,no,"Docker se relaciona con Contenerizar y automatizar entrega por su tipo, descripción o etiquetas.",2026-08-04
daw_docker,DAW,DAW-BD-001,desarrolla,2,1,no,"Docker se relaciona con Modelar datos relacionales por su tipo, descripción o etiquetas.",2026-08-04
daw_docker,DAW,DAW-BD-002,desarrolla,3,1,no,"Docker se relaciona con Crear y consultar una base de datos con SQL por su tipo, descripción o etiquetas.",2026-08-04
daw_docker,DAW,DAW-BD-003,desarrolla,4,2,no,"Docker se relaciona con Mantener integridad, transacciones y acceso seguro por su tipo, descripción o etiquetas.",2026-08-04
daw_docker,DAW,DAW-LM-001,desarrolla,5,1,no,"Docker se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_postman,DAW,DAW-BAS-004,desarrolla,1,0,no,"Postman se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_postman,DAW,DAW-CLI-002,desarrolla,2,2,no,"Postman se relaciona con Consumir APIs y gestionar asincronía por su tipo, descripción o etiquetas.",2026-08-04
daw_postman,DAW,DAW-PRO-002,desarrolla,3,1,no,"Postman se relaciona con Diseñar funciones y trabajar con colecciones por su tipo, descripción o etiquetas.",2026-08-04
daw_postman,DAW,DAW-PRO-004,desarrolla,4,2,no,"Postman se relaciona con Gestionar errores, ficheros y pruebas por su tipo, descripción o etiquetas.",2026-08-04
daw_postman,DAW,DAW-SRV-001,desarrolla,5,2,no,"Postman se relaciona con Crear rutas, validación y lógica de servidor por su tipo, descripción o etiquetas.",2026-08-04
daw_figma_education,DAW,DAW-UI-001,desarrolla,1,2,no,"Figma for Education se relaciona con Diseñar experiencias usables y coherentes por su tipo, descripción o etiquetas.",2026-08-04
daw_figma_education,DAW,DAW-SI-001,desarrolla,2,1,no,"Figma for Education se relaciona con Instalar y configurar un sistema de trabajo por su tipo, descripción o etiquetas.",2026-08-04
daw_figma_education,DAW,DAW-PRO-001,desarrolla,3,1,no,"Figma for Education se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",2026-08-04
daw_figma_education,DAW,DAW-PRO-003,desarrolla,4,2,no,"Figma for Education se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",2026-08-04
daw_figma_education,DAW,DAW-LM-002,desarrolla,5,1,no,"Figma for Education se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_sae_ofertas_empleo,DAW,DAW-BAS-004,requiere,1,0,sí,"Ofertas de empleo del SAE se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_sae_ofertas_empleo,DAW,DAW-LM-002,requiere,2,1,sí,"Ofertas de empleo del SAE se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_sae_ofertas_empleo,DAW,DAW-EMP-001,requiere,3,2,no,"Ofertas de empleo del SAE se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_sae_ofertas_empleo,DAW,DAW-CLI-001,requiere,4,2,no,"Ofertas de empleo del SAE se relaciona con Programar interacción con JavaScript en el navegador por su tipo, descripción o etiquetas.",2026-08-04
daw_sae_ofertas_empleo,DAW,DAW-CLI-003,requiere,5,3,no,"Ofertas de empleo del SAE se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",2026-08-04
daw_tecnoempleo,DAW,DAW-EMP-001,requiere,1,2,sí,"Tecnoempleo se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_tecnoempleo,DAW,DAW-LM-002,requiere,2,1,sí,"Tecnoempleo se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_tecnoempleo,DAW,DAW-CLI-001,requiere,3,2,no,"Tecnoempleo se relaciona con Programar interacción con JavaScript en el navegador por su tipo, descripción o etiquetas.",2026-08-04
daw_tecnoempleo,DAW,DAW-CLI-003,requiere,4,3,no,"Tecnoempleo se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",2026-08-04
daw_tecnoempleo,DAW,DAW-ED-001,requiere,5,1,no,"Tecnoempleo se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_camara_granada_talento_joven,DAW,DAW-EMP-001,requiere,1,2,sí,"Talento Joven Granada se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_camara_granada_talento_joven,DAW,DAW-ED-001,requiere,2,1,sí,"Talento Joven Granada se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_camara_granada_talento_joven,DAW,DAW-PRJ-001,requiere,3,3,no,"Talento Joven Granada se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_empleo_iii,DAW,DAW-EMP-001,requiere,1,2,sí,"Granada Empleo III se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_empleo_iii,DAW,DAW-ED-001,requiere,2,1,sí,"Granada Empleo III se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_empleo_iii,DAW,DAW-PRJ-001,requiere,3,3,no,"Granada Empleo III se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",2026-08-04
daw_fp_dual_empresas_andalucia,DAW,DAW-EMP-001,requiere,1,2,sí,"Proyectos de FP Dual en Andalucía se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_fp_dual_empresas_andalucia,DAW,DAW-ED-001,requiere,2,1,sí,"Proyectos de FP Dual en Andalucía se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_fp_dual_empresas_andalucia,DAW,DAW-PRJ-001,requiere,3,3,no,"Proyectos de FP Dual en Andalucía se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",2026-08-04
daw_gdg_granada,DAW,DAW-DIG-001,apoya,1,1,no,"GDG Granada se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_gdg_granada,DAW,DAW-BAS-004,apoya,2,0,no,"GDG Granada se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_gdg_granada,DAW,DAW-DEP-001,apoya,3,3,no,"GDG Granada se relaciona con Desplegar una aplicación web con configuración segura por su tipo, descripción o etiquetas.",2026-08-04
daw_gdg_granada,DAW,DAW-EMP-001,apoya,4,2,no,"GDG Granada se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_gdg_granada,DAW,DAW-BAS-005,apoya,5,0,no,"GDG Granada se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_tech_open_space_2026,DAW,DAW-EMP-001,requiere,1,2,sí,"Granada Tech Open Space 2026 se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_tech_open_space_2026,DAW,DAW-PRJ-002,requiere,2,3,sí,"Granada Tech Open Space 2026 se relaciona con Presentar y defender una solución por su tipo, descripción o etiquetas.",2026-08-04
daw_granada_tech_open_space_2026,DAW,DAW-ED-001,requiere,3,1,no,"Granada Tech Open Space 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_hacktoberfest_2026,DAW,DAW-ED-001,requiere,1,1,sí,"Hacktoberfest 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_hacktoberfest_2026,DAW,DAW-ED-002,requiere,2,2,sí,"Hacktoberfest 2026 se relaciona con Depurar, automatizar y mantener calidad por su tipo, descripción o etiquetas.",2026-08-04
daw_hacktoberfest_2026,DAW,DAW-DEP-002,requiere,3,3,no,"Hacktoberfest 2026 se relaciona con Contenerizar y automatizar entrega por su tipo, descripción o etiquetas.",2026-08-04
daw_hacktoberfest_2026,DAW,DAW-EMP-001,requiere,4,2,no,"Hacktoberfest 2026 se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_hacktoberfest_2026,DAW,DAW-PRJ-002,requiere,5,3,no,"Hacktoberfest 2026 se relaciona con Presentar y defender una solución por su tipo, descripción o etiquetas.",2026-08-04
daw_opensouthcode_2026,DAW,DAW-BAS-004,requiere,1,0,sí,"OpenSouthCode 2026 se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_opensouthcode_2026,DAW,DAW-SI-002,requiere,2,1,sí,"OpenSouthCode 2026 se relaciona con Aplicar red y seguridad básica por su tipo, descripción o etiquetas.",2026-08-04
daw_opensouthcode_2026,DAW,DAW-BD-003,requiere,3,2,no,"OpenSouthCode 2026 se relaciona con Mantener integridad, transacciones y acceso seguro por su tipo, descripción o etiquetas.",2026-08-04
daw_opensouthcode_2026,DAW,DAW-ED-001,requiere,4,1,no,"OpenSouthCode 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_opensouthcode_2026,DAW,DAW-DIG-001,requiere,5,1,no,"OpenSouthCode 2026 se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_nasa_space_apps_2026,DAW,DAW-BAS-004,requiere,1,0,sí,"NASA Space Apps Challenge 2026 se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_nasa_space_apps_2026,DAW,DAW-LM-001,requiere,2,1,sí,"NASA Space Apps Challenge 2026 se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_nasa_space_apps_2026,DAW,DAW-DIG-001,requiere,3,1,no,"NASA Space Apps Challenge 2026 se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_nasa_space_apps_2026,DAW,DAW-PRJ-001,requiere,4,3,no,"NASA Space Apps Challenge 2026 se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",2026-08-04
daw_nasa_space_apps_2026,DAW,DAW-PRJ-002,requiere,5,3,no,"NASA Space Apps Challenge 2026 se relaciona con Presentar y defender una solución por su tipo, descripción o etiquetas.",2026-08-04
daw_fp_andalucia_portal,DAW,DAW-EMP-001,apoya,1,2,no,"Portal de Formación Profesional Andaluza se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_fp_andalucia_portal,DAW,DAW-BAS-005,apoya,2,0,no,"Portal de Formación Profesional Andaluza se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_todofp_perfil,DAW,DAW-BAS-004,apoya,1,0,no,"TodoFP: Desarrollo de Aplicaciones Web se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_todofp_perfil,DAW,DAW-EMP-001,apoya,2,2,no,"TodoFP: Desarrollo de Aplicaciones Web se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_todofp_perfil,DAW,DAW-BAS-005,apoya,3,0,no,"TodoFP: Desarrollo de Aplicaciones Web se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_mdn_web_docs,DAW,DAW-BAS-004,apoya,1,0,no,"MDN Web Docs se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_mdn_web_docs,DAW,DAW-PRO-001,apoya,2,1,no,"MDN Web Docs se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",2026-08-04
daw_mdn_web_docs,DAW,DAW-LM-001,apoya,3,1,no,"MDN Web Docs se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_mdn_web_docs,DAW,DAW-LM-002,apoya,4,1,no,"MDN Web Docs se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_mdn_web_docs,DAW,DAW-SUS-001,apoya,5,1,no,"MDN Web Docs se relaciona con Aplicar sostenibilidad al desarrollo y operación por su tipo, descripción o etiquetas.",2026-08-04
daw_github_blog,DAW,DAW-ED-001,apoya,1,1,no,"The GitHub Blog se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",2026-08-04
daw_github_blog,DAW,DAW-SI-002,apoya,2,1,no,"The GitHub Blog se relaciona con Aplicar red y seguridad básica por su tipo, descripción o etiquetas.",2026-08-04
daw_github_blog,DAW,DAW-BD-003,apoya,3,2,no,"The GitHub Blog se relaciona con Mantener integridad, transacciones y acceso seguro por su tipo, descripción o etiquetas.",2026-08-04
daw_github_blog,DAW,DAW-DIG-001,apoya,4,1,no,"The GitHub Blog se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",2026-08-04
daw_github_blog,DAW,DAW-EMP-001,apoya,5,2,no,"The GitHub Blog se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_portfolio_accesible,DAW,DAW-LM-002,demuestra,1,1,no,"Portfolio responsive y accesible se relaciona con Presentar información de forma responsive por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_portfolio_accesible,DAW,DAW-LM-001,demuestra,2,1,no,"Portfolio responsive y accesible se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_portfolio_accesible,DAW,DAW-SUS-001,demuestra,3,1,no,"Portfolio responsive y accesible se relaciona con Aplicar sostenibilidad al desarrollo y operación por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_portfolio_accesible,DAW,DAW-EMP-001,demuestra,4,2,no,"Portfolio responsive y accesible se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_portfolio_accesible,DAW,DAW-PRJ-001,demuestra,5,3,no,"Portfolio responsive y accesible se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_dashboard_fullstack,DAW,DAW-CLI-003,demuestra,1,3,no,"Dashboard full-stack con autenticación se relaciona con Construir interfaces basadas en componentes por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_dashboard_fullstack,DAW,DAW-SRV-002,demuestra,2,3,no,"Dashboard full-stack con autenticación se relaciona con Implementar autenticación y autorización seguras por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_dashboard_fullstack,DAW,DAW-BD-001,demuestra,3,1,no,"Dashboard full-stack con autenticación se relaciona con Modelar datos relacionales por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_dashboard_fullstack,DAW,DAW-BAS-005,demuestra,4,0,no,"Dashboard full-stack con autenticación se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_dashboard_fullstack,DAW,DAW-LM-001,demuestra,5,1,no,"Dashboard full-stack con autenticación se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_api_openapi,DAW,DAW-SRV-001,demuestra,1,2,no,"API REST documentada con OpenAPI se relaciona con Crear rutas, validación y lógica de servidor por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_api_openapi,DAW,DAW-BAS-005,demuestra,2,0,no,"API REST documentada con OpenAPI se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_api_openapi,DAW,DAW-CLI-002,demuestra,3,2,no,"API REST documentada con OpenAPI se relaciona con Consumir APIs y gestionar asincronía por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_api_openapi,DAW,DAW-SRV-003,demuestra,4,3,no,"API REST documentada con OpenAPI se relaciona con Persistir datos y exponer una API mantenible por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_api_openapi,DAW,DAW-BAS-004,demuestra,5,0,no,"API REST documentada con OpenAPI se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_pwa_offline,DAW,DAW-BAS-004,demuestra,1,0,no,"PWA instalable con modo offline se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_pwa_offline,DAW,DAW-UI-003,demuestra,2,3,no,"PWA instalable con modo offline se relaciona con Optimizar rendimiento, SEO técnico y compatibilidad por su tipo, descripción o etiquetas.",2026-08-04
daw_evidencia_pwa_offline,DAW,DAW-BAS-005,demuestra,3,0,no,"PWA instalable con modo offline se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_ies_zaidin_vergeles,DAW,DAW-EMP-001,apoya,1,2,no,"IES Zaidín-Vergeles se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_ies_zaidin_vergeles,DAW,DAW-BAS-005,apoya,2,0,no,"IES Zaidín-Vergeles se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_ies_alonso_cano_durcal,DAW,DAW-BAS-004,apoya,1,0,no,"IES Alonso Cano de Dúrcal se relaciona con Comprender cómo funciona una aplicación conectada por su tipo, descripción o etiquetas.",2026-08-04
daw_ies_alonso_cano_durcal,DAW,DAW-EMP-001,apoya,2,2,no,"IES Alonso Cano de Dúrcal se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_ies_alonso_cano_durcal,DAW,DAW-BAS-005,apoya,3,0,no,"IES Alonso Cano de Dúrcal se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
daw_etsiit_ugr_recurso_local,DAW,DAW-CLI-001,apoya,1,2,no,"ETSIIT Universidad de Granada se relaciona con Programar interacción con JavaScript en el navegador por su tipo, descripción o etiquetas.",2026-08-04
daw_etsiit_ugr_recurso_local,DAW,DAW-EMP-001,apoya,2,2,no,"ETSIIT Universidad de Granada se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",2026-08-04
daw_etsiit_ugr_recurso_local,DAW,DAW-BAS-005,apoya,3,0,no,"ETSIIT Universidad de Granada se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",2026-08-04
dam_andalucia_vuela_iniciacion_programacion,DAM,DAM-PRO-001,desarrolla,1,1,no,"Iniciación a la programación se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",2026-08-04
dam_andalucia_vuela_iniciacion_programacion,DAM,DAM-BAS-003,desarrolla,2,0,no,"Iniciación a la programación se relaciona con Resolver problemas mediante algoritmos simples por su tipo, descripción o etiquetas.",2026-08-04
dam_andalucia_vuela_iniciacion_programacion,DAM,DAM-PRO-002,desarrolla,3,1,no,"Iniciación a la programación se relaciona con Diseñar funciones y trabajar con colecciones por su tipo, descripción o etiquetas.",2026-08-04
dam_andalucia_vuela_iniciacion_programacion,DAM,DAM-PRO-003,desarrolla,4,2,no,"Iniciación a la programación se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",2026-08-04
dam_andalucia_vuela_iniciacion_programacion,DAM,DAM-PRO-004,desarrolla,5,2,no,"Iniciación a la programación se relaciona con Gestionar errores, ficheros y pruebas por su tipo, descripción o etiquetas.",2026-08-04
dam_dev_java_learn,DAM,DAM-PRO-003,desarrolla,1,2,no,"Learn Java se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",2026-08-04
dam_dev_java_learn,DAM,DAM-PRO-002,desarrolla,2,1,no,"Learn Java se relaciona con Diseñar funciones y trabajar con colecciones por su tipo, descripción o etiquetas.",2026-08-04
